date;BundeslandID;outOfHomeDuration;percentageChangeComparedToBeforeCorona
20201227;Bayern;5.45;-27
20201227;Nordrhein-Westfalen;5.24;-25
20201227;Hamburg;4.76;-32
20201227;Mecklenburg-Vorpommern;5.5600000000000005;-25
20201227;Niedersachsen;5.24;-29
20201227;Deutschland;5.2700000000000005;-28
20201227;Bremen;5.19;-30
20201227;Thüringen;5.19;-29
20201227;Saarland;5.21;-27
20201227;Sachsen-Anhalt;5.24;-27
20201227;Rheinland-Pfalz;5.48;-29
20201227;Schleswig-Holstein;5.08;-28
20210103;Baden-Württemberg;5.17;-31
20210103;Hessen;4.99;-33
20210103;Berlin;4.44;-38
20210103;Brandenburg;4.68;-32
20210103;Sachsen;4.5200000000000005;-36
20210103;Bayern;5.12;-32
20210103;Nordrhein-Westfalen;4.98;-29
20210103;Hamburg;4.47;-36
20210103;Mecklenburg-Vorpommern;5.19;-30
20210103;Niedersachsen;4.93;-33
20210103;Deutschland;4.96;-32
20210103;Bremen;4.83;-35
20210103;Thüringen;4.83;-34
20210103;Saarland;4.93;-31
20210103;Sachsen-Anhalt;4.8500000000000005;-32
20210103;Rheinland-Pfalz;5.2;-33
20210103;Schleswig-Holstein;4.78;-33
20210110;Baden-Württemberg;5.47;-27
20210110;Hessen;5.65;-25
20210110;Berlin;4.94;-31
20210110;Brandenburg;5.45;-20
20210110;Sachsen;5.4;-23
20210110;Bayern;5.41;-28
20210110;Nordrhein-Westfalen;5.63;-20
20210110;Hamburg;5.0600000000000005;-28
20210110;Mecklenburg-Vorpommern;5.82;-22
20210110;Niedersachsen;5.57;-25
20210110;Deutschland;5.5200000000000005;-24
20210110;Bremen;5.49;-26
20210110;Thüringen;5.63;-23
20210110;Saarland;5.8100000000000005;-19
20210110;Sachsen-Anhalt;5.26;-26
20210110;Rheinland-Pfalz;5.94;-23
20210110;Schleswig-Holstein;5.34;-25
20210117;Baden-Württemberg;6.07;-19
20210117;Hessen;5.89;-22
20210117;Berlin;5.04;-30
20210117;Brandenburg;5.64;-18
20210117;Sachsen;5.46;-22
20210117;Bayern;5.94;-21
20210117;Nordrhein-Westfalen;5.76;-18
20210117;Hamburg;5.14;-27
20210117;Mecklenburg-Vorpommern;5.95;-20
20210117;Niedersachsen;5.74;-22
20210117;Deutschland;5.79;-21
20210117;Bremen;5.66;-24
20210117;Thüringen;5.7700000000000005;-21
20210117;Saarland;5.83;-18
20210117;Sachsen-Anhalt;5.7700000000000005;-19
20210117;Rheinland-Pfalz;6.09;-21
20210117;Schleswig-Holstein;5.5200000000000005;-22
20210124;Baden-Württemberg;6.13;-18
20210124;Hessen;5.96;-21
20210124;Berlin;4.96;-31
20210124;Brandenburg;5.8500000000000005;-15
20210124;Sachsen;5.64;-20
20210124;Bayern;6.03;-19
20210124;Nordrhein-Westfalen;5.88;-16
20210124;Hamburg;5.05;-28
20210124;Mecklenburg-Vorpommern;6.0200000000000005;-19
20210124;Niedersachsen;5.8500000000000005;-21
20210124;Deutschland;5.87;-19
20210124;Bremen;5.21;-30
20210124;Thüringen;5.91;-19
20210124;Saarland;6.0;-16
20210124;Sachsen-Anhalt;5.95;-17
20210124;Rheinland-Pfalz;6.1000000000000005;-21
20210124;Schleswig-Holstein;5.63;-21
20210131;Baden-Württemberg;6.11;-18
20210131;Hessen;5.97;-20
20210131;Berlin;5.15;-28
20210131;Brandenburg;5.95;-13
20210131;Sachsen;5.67;-19
20210131;Bayern;6.03;-19
20210131;Nordrhein-Westfalen;5.91;-16
20210131;Hamburg;5.13;-27
20210131;Mecklenburg-Vorpommern;6.12;-17
20210131;Niedersachsen;5.94;-20
20210131;Deutschland;5.91;-19
20210131;Bremen;5.28;-29
20210131;Thüringen;5.93;-19
20210131;Saarland;5.94;-17
20210131;Sachsen-Anhalt;5.97;-16
20210131;Rheinland-Pfalz;6.11;-21
20210131;Schleswig-Holstein;5.82;-18
20210207;Baden-Württemberg;6.21;-17
20210207;Hessen;5.95;-21
20210207;Berlin;4.95;-31
20210207;Brandenburg;5.72;-16
20210207;Sachsen;5.69;-19
20210207;Bayern;6.15;-18
20210207;Nordrhein-Westfalen;5.8500000000000005;-17
20210207;Hamburg;5.0200000000000005;-29
20210207;Mecklenburg-Vorpommern;5.98;-19
20210207;Niedersachsen;5.75;-22
20210207;Deutschland;5.88;-19
20210207;Bremen;5.0;-33
20210207;Thüringen;5.94;-19
20210207;Saarland;6.03;-16
20210207;Sachsen-Anhalt;5.94;-17
20210207;Rheinland-Pfalz;6.140000000000001;-21
20210207;Schleswig-Holstein;5.61;-21
20210214;Baden-Württemberg;6.28;-16
20210214;Hessen;5.88;-22
20210214;Berlin;5.05;-30
20210214;Brandenburg;5.8500000000000005;-15
20210214;Sachsen;5.47;-22
20210214;Bayern;6.24;-17
20210214;Nordrhein-Westfalen;5.69;-19
20210214;Hamburg;5.12;-27
20210214;Mecklenburg-Vorpommern;6.03;-19
20210214;Niedersachsen;5.62;-24
20210214;Deutschland;5.84;-20
20210214;Bremen;5.12;-31
20210214;Thüringen;5.51;-24
20210214;Saarland;6.15;-14
20210214;Sachsen-Anhalt;5.45;-24
20210214;Rheinland-Pfalz;6.18;-20
20210214;Schleswig-Holstein;5.71;-20
20210221;Baden-Württemberg;6.47;-13
20210221;Hessen;6.2;-17
20210221;Berlin;5.3100000000000005;-26
20210221;Brandenburg;6.07;-11
20210221;Sachsen;5.96;-15
20210221;Bayern;6.36;-15
20210221;Nordrhein-Westfalen;6.0600000000000005;-14
20210221;Hamburg;5.3100000000000005;-24
20210221;Mecklenburg-Vorpommern;6.15;-17
20210221;Niedersachsen;6.09;-18
20210221;Deutschland;6.13;-16
20210221;Bremen;5.42;-27
20210221;Thüringen;6.18;-15
20210221;Saarland;6.17;-14
20210221;Sachsen-Anhalt;6.19;-13
20210221;Rheinland-Pfalz;6.36;-18
20210221;Schleswig-Holstein;5.86;-17
20210228;Baden-Württemberg;6.640000000000001;-11
20210228;Hessen;6.43;-14
20210228;Berlin;5.5200000000000005;-23
20210228;Brandenburg;6.2700000000000005;-8
20210228;Sachsen;6.18;-12
20210228;Bayern;6.58;-12
20210228;Nordrhein-Westfalen;6.34;-10
20210228;Hamburg;5.5;-22
20210228;Mecklenburg-Vorpommern;6.5;-12
20210228;Niedersachsen;6.23;-16
20210228;Deutschland;6.3500000000000005;-13
20210228;Bremen;5.5;-26
20210228;Thüringen;6.3500000000000005;-13
20210228;Saarland;6.390000000000001;-11
20210228;Sachsen-Anhalt;6.37;-11
20210228;Rheinland-Pfalz;6.57;-15
20210228;Schleswig-Holstein;6.05;-15
20210307;Baden-Württemberg;6.66;-11
20210307;Hessen;6.5;-13
20210307;Berlin;5.55;-23
20210307;Brandenburg;6.32;-8
20210307;Sachsen;6.18;-12
20210307;Bayern;6.65;-11
20210307;Nordrhein-Westfalen;6.36;-9
20210307;Hamburg;5.54;-21
20210307;Mecklenburg-Vorpommern;6.51;-12
20210307;Niedersachsen;6.2700000000000005;-15
20210307;Deutschland;6.390000000000001;-12
20210307;Bremen;5.54;-26
20210307;Thüringen;6.48;-11
20210307;Saarland;6.44;-10
20210307;Sachsen-Anhalt;6.54;-8
20210307;Rheinland-Pfalz;6.6000000000000005;-15
20210307;Schleswig-Holstein;6.07;-14
20210314;Baden-Württemberg;6.62;-11
20210314;Hessen;6.44;-14
20210314;Berlin;5.36;-26
20210314;Brandenburg;6.3100000000000005;-8
20210314;Sachsen;6.18;-12
20210314;Bayern;6.59;-12
20210314;Nordrhein-Westfalen;6.25;-11
20210314;Hamburg;5.38;-23
20210314;Mecklenburg-Vorpommern;6.66;-10
20210314;Niedersachsen;6.15;-17
20210314;Deutschland;6.33;-13
20210314;Bremen;5.51;-26
20210314;Thüringen;6.390000000000001;-12
20210314;Saarland;6.37;-11
20210314;Sachsen-Anhalt;6.63;-7
20210314;Rheinland-Pfalz;6.58;-15
20210314;Schleswig-Holstein;6.12;-14
20210321;Baden-Württemberg;6.63;-11
20210321;Hessen;6.51;-13
20210321;Berlin;5.65;-22
20210321;Brandenburg;6.38;-7
20210321;Sachsen;6.25;-11
20210321;Bayern;6.58;-12
20210321;Nordrhein-Westfalen;6.47;-8
20210321;Hamburg;5.58;-21
20210321;Mecklenburg-Vorpommern;6.66;-10
20210321;Niedersachsen;6.26;-15
20210321;Deutschland;6.43;-12
20210321;Bremen;5.6000000000000005;-25
20210321;Thüringen;6.47;-11
20210321;Saarland;6.67;-7
20210321;Sachsen-Anhalt;6.62;-7
20210321;Rheinland-Pfalz;6.75;-13
20210321;Schleswig-Holstein;6.23;-12
20210328;Baden-Württemberg;6.76;-9
20210328;Hessen;6.58;-12
20210328;Berlin;5.7700000000000005;-20
20210328;Brandenburg;6.37;-7
20210328;Sachsen;6.18;-12
20210328;Bayern;6.71;-10
20210328;Nordrhein-Westfalen;6.49;-8
20210328;Hamburg;5.5;-22
20210328;Mecklenburg-Vorpommern;6.65;-10
20210328;Niedersachsen;6.3;-15
20210328;Deutschland;6.48;-11
20210328;Bremen;5.62;-25
20210328;Thüringen;6.3100000000000005;-13
20210328;Saarland;6.74;-6
20210328;Sachsen-Anhalt;6.5;-9
20210328;Rheinland-Pfalz;6.83;-12
20210328;Schleswig-Holstein;6.15;-13
20210404;Baden-Württemberg;6.9;-7
20210404;Hessen;6.7;-11
20210404;Berlin;5.87;-18
20210404;Brandenburg;6.25;-9
20210404;Sachsen;6.28;-11
20210404;Bayern;6.76;-10
20210404;Nordrhein-Westfalen;6.45;-8
20210404;Hamburg;5.72;-19
20210404;Mecklenburg-Vorpommern;6.62;-11
20210404;Niedersachsen;6.28;-15
20210404;Deutschland;6.5200000000000005;-11
20210404;Bremen;5.6000000000000005;-25
20210404;Thüringen;6.46;-11
20210404;Saarland;6.66;-7
20210404;Sachsen-Anhalt;6.57;-8
20210404;Rheinland-Pfalz;6.79;-12
20210404;Schleswig-Holstein;6.32;-11
20210411;Baden-Württemberg;6.5;-13
20210411;Hessen;6.19;-18
20210411;Berlin;5.38;-25
20210411;Brandenburg;6.140000000000001;-10
20210411;Sachsen;5.97;-15
20210411;Bayern;6.51;-13
20210411;Nordrhein-Westfalen;5.97;-15
20210411;Hamburg;5.21;-26
20210411;Mecklenburg-Vorpommern;6.46;-13
20210411;Niedersachsen;5.95;-20
20210411;Deutschland;6.140000000000001;-16
20210411;Bremen;5.1000000000000005;-31
20210411;Thüringen;6.1000000000000005;-16
20210411;Saarland;6.3100000000000005;-12
20210411;Sachsen-Anhalt;6.34;-11
20210411;Rheinland-Pfalz;6.44;-17
20210411;Schleswig-Holstein;5.91;-17
20210418;Baden-Württemberg;6.7700000000000005;-9
20210418;Hessen;6.57;-12
20210418;Berlin;5.76;-20
20210418;Brandenburg;6.47;-5
20210418;Sachsen;6.38;-9
20210418;Bayern;6.7700000000000005;-9
20210418;Nordrhein-Westfalen;6.5600000000000005;-6
20210418;Hamburg;5.73;-18
20210418;Mecklenburg-Vorpommern;6.88;-7
20210418;Niedersachsen;6.54;-11
20210418;Deutschland;6.58;-10
20210418;Bremen;5.76;-23
20210418;Thüringen;6.61;-9
20210418;Saarland;6.8;-5
20210418;Sachsen-Anhalt;6.7700000000000005;-5
20210418;Rheinland-Pfalz;6.92;-11
20210418;Schleswig-Holstein;6.390000000000001;-10
20210425;Baden-Württemberg;7.0600000000000005;-5
20210425;Hessen;6.79;-9
20210425;Berlin;5.97;-17
20210425;Brandenburg;6.5200000000000005;-5
20210425;Sachsen;6.65;-6
20210425;Bayern;6.96;-7
20210425;Nordrhein-Westfalen;6.68;-5
20210425;Hamburg;5.89;-16
20210425;Mecklenburg-Vorpommern;6.71;-10
20210425;Niedersachsen;6.6000000000000005;-11
20210425;Deutschland;6.74;-7
20210425;Bremen;5.88;-21
20210425;Thüringen;6.82;-7
20210425;Saarland;6.84;-4
20210425;Sachsen-Anhalt;6.91;-3
20210425;Rheinland-Pfalz;7.0200000000000005;-9
20210425;Schleswig-Holstein;6.65;-6
20210502;Baden-Württemberg;6.79;-9
20210502;Hessen;6.69;-11
20210502;Berlin;5.99;-17
20210502;Brandenburg;6.54;-4
20210502;Sachsen;6.45;-8
20210502;Bayern;6.7700000000000005;-9
20210502;Nordrhein-Westfalen;6.66;-5
20210502;Hamburg;5.86;-17
20210502;Mecklenburg-Vorpommern;6.7;-10
20210502;Niedersachsen;6.5600000000000005;-11
20210502;Deutschland;6.640000000000001;-9
20210502;Bremen;5.62;-24
20210502;Thüringen;6.67;-9
20210502;Saarland;6.73;-6
20210502;Sachsen-Anhalt;6.74;-6
20210502;Rheinland-Pfalz;6.91;-11
20210502;Schleswig-Holstein;6.66;-6
20210509;Baden-Württemberg;7.04;-6
20210509;Hessen;6.8;-9
20210509;Berlin;6.16;-14
20210509;Brandenburg;6.71;-2
20210509;Sachsen;6.69;-5
20210509;Bayern;7.0600000000000005;-6
20210509;Nordrhein-Westfalen;6.69;-5
20210509;Hamburg;5.97;-15
20210509;Mecklenburg-Vorpommern;6.88;-7
20210509;Niedersachsen;6.72;-9
20210509;Deutschland;6.8;-7
20210509;Bremen;5.84;-22
20210509;Thüringen;6.88;-6
20210509;Saarland;6.7700000000000005;-5
20210509;Sachsen-Anhalt;6.96;-3
20210509;Rheinland-Pfalz;7.05;-9
20210509;Schleswig-Holstein;6.76;-5
20210516;Baden-Württemberg;6.68;-10
20210516;Hessen;6.49;-14
20210516;Berlin;5.9;-18
20210516;Brandenburg;6.42;-6
20210516;Sachsen;6.2700000000000005;-11
20210516;Bayern;6.71;-10
20210516;Nordrhein-Westfalen;6.45;-8
20210516;Hamburg;5.59;-20
20210516;Mecklenburg-Vorpommern;6.65;-10
20210516;Niedersachsen;6.45;-13
20210516;Deutschland;6.48;-11
20210516;Bremen;5.59;-25
20210516;Thüringen;6.47;-11
20210516;Saarland;6.38;-11
20210516;Sachsen-Anhalt;6.51;-9
20210516;Rheinland-Pfalz;6.71;-13
20210516;Schleswig-Holstein;6.46;-9
20210523;Baden-Württemberg;7.2700000000000005;-2
20210523;Hessen;7.0200000000000005;-7
20210523;Berlin;6.46;-10
20210523;Brandenburg;6.9;1
20210523;Sachsen;6.87;-2
20210523;Bayern;7.24;-3
20210523;Nordrhein-Westfalen;6.890000000000001;-2
20210523;Hamburg;6.22;-11
20210523;Mecklenburg-Vorpommern;7.23;-3
20210523;Niedersachsen;6.890000000000001;-7
20210523;Deutschland;7.0;-4
20210523;Bremen;6.13;-18
20210523;Thüringen;7.0;-4
20210523;Saarland;6.95;-3
20210523;Sachsen-Anhalt;7.0;-2
20210523;Rheinland-Pfalz;7.25;-6
20210523;Schleswig-Holstein;7.03;-1
20210530;Baden-Württemberg;7.05;-5
20210530;Hessen;6.88;-8
20210530;Berlin;6.3500000000000005;-12
20210530;Brandenburg;6.9;1
20210530;Sachsen;6.7;-5
20210530;Bayern;7.1000000000000005;-5
20210530;Nordrhein-Westfalen;6.72;-4
20210530;Hamburg;6.17;-12
20210530;Mecklenburg-Vorpommern;7.23;-3
20210530;Niedersachsen;6.7;-9
20210530;Deutschland;6.84;-6
20210530;Bremen;5.88;-21
20210530;Thüringen;6.87;-6
20210530;Saarland;6.58;-8
20210530;Sachsen-Anhalt;6.97;-2
20210530;Rheinland-Pfalz;6.98;-10
20210530;Schleswig-Holstein;6.95;-2
20210606;Baden-Württemberg;7.08;-5
20210606;Hessen;7.0;-7
20210606;Berlin;6.94;-4
20210606;Brandenburg;7.29;7
20210606;Sachsen;7.2;2
20210606;Bayern;7.21;-4
20210606;Nordrhein-Westfalen;6.98;0
20210606;Hamburg;6.75;-4
20210606;Mecklenburg-Vorpommern;7.79;5
20210606;Niedersachsen;7.28;-2
20210606;Deutschland;7.12;-2
20210606;Bremen;6.51;-13
20210606;Thüringen;7.24;-1
20210606;Saarland;6.86;-4
20210606;Sachsen-Anhalt;7.47;4
20210606;Rheinland-Pfalz;7.08;-8
20210606;Schleswig-Holstein;7.4;4
20210613;Baden-Württemberg;7.66;3
20210613;Hessen;7.54;0
20210613;Berlin;6.94;-4
20210613;Brandenburg;7.3500000000000005;7
20210613;Sachsen;7.25;3
20210613;Bayern;7.76;4
20210613;Nordrhein-Westfalen;7.51;7
20210613;Hamburg;6.75;-4
20210613;Mecklenburg-Vorpommern;7.86;6
20210613;Niedersachsen;7.41;0
20210613;Deutschland;7.5;3
20210613;Bremen;6.66;-11
20210613;Thüringen;7.41;2
20210613;Saarland;7.41;4
20210613;Sachsen-Anhalt;7.5;5
20210613;Rheinland-Pfalz;7.61;-2
20210613;Schleswig-Holstein;7.44;5
20210620;Baden-Württemberg;8.17;10
20210620;Hessen;8.0;7
20210620;Berlin;7.38;3
20210620;Brandenburg;7.91;16
20210620;Sachsen;7.890000000000001;12
20210620;Bayern;8.24;10
20210620;Nordrhein-Westfalen;7.92;13
20210620;Hamburg;7.16;2
20210620;Mecklenburg-Vorpommern;8.36;13
20210620;Niedersachsen;7.84;6
20210620;Deutschland;7.98;10
20210620;Bremen;7.07;-5
20210620;Thüringen;7.97;9
20210620;Saarland;7.94;11
20210620;Sachsen-Anhalt;8.13;14
20210620;Rheinland-Pfalz;8.18;6
20210620;Schleswig-Holstein;7.86;11
20210627;Baden-Württemberg;8.24;11
20210627;Hessen;7.890000000000001;5
20210627;Berlin;7.37;2
20210627;Brandenburg;7.59;11
20210627;Sachsen;7.54;7
20210627;Bayern;8.3;11
20210627;Nordrhein-Westfalen;7.87;12
20210627;Hamburg;7.13;2
20210627;Mecklenburg-Vorpommern;8.07;9
20210627;Niedersachsen;7.44;1
20210627;Deutschland;7.86;8
20210627;Bremen;6.8500000000000005;-8
20210627;Thüringen;7.66;5
20210627;Saarland;7.72;8
20210627;Sachsen-Anhalt;7.73;8
20210627;Rheinland-Pfalz;7.95;3
20210627;Schleswig-Holstein;7.4;4
20210704;Baden-Württemberg;8.13;9
20210704;Hessen;7.7700000000000005;4
20210704;Berlin;7.03;-2
20210704;Brandenburg;7.4;8
20210704;Sachsen;7.55;7
20210704;Bayern;8.120000000000001;9
20210704;Nordrhein-Westfalen;7.640000000000001;9
20210704;Hamburg;6.890000000000001;-2
20210704;Mecklenburg-Vorpommern;7.9;6
20210704;Niedersachsen;7.46;1
20210704;Deutschland;7.72;6
20210704;Bremen;6.79;-9
20210704;Thüringen;7.61;4
20210704;Saarland;7.61;6
20210704;Sachsen-Anhalt;7.640000000000001;7
20210704;Rheinland-Pfalz;7.92;2
20210704;Schleswig-Holstein;7.43;5
20210711;Baden-Württemberg;7.82;5
20210711;Hessen;7.65;2
20210711;Berlin;6.93;-4
20210711;Brandenburg;7.22;5
20210711;Sachsen;7.46;6
20210711;Bayern;7.8100000000000005;4
20210711;Nordrhein-Westfalen;7.390000000000001;5
20210711;Hamburg;6.78;-3
20210711;Mecklenburg-Vorpommern;7.78;5
20210711;Niedersachsen;7.47;1
20210711;Deutschland;7.54;3
20210711;Bremen;6.82;-9
20210711;Thüringen;7.51;3
20210711;Saarland;7.53;5
20210711;Sachsen-Anhalt;7.55;6
20210711;Rheinland-Pfalz;7.83;1
20210711;Schleswig-Holstein;7.3500000000000005;4
20210718;Baden-Württemberg;7.92;6
20210718;Hessen;7.84;4
20210718;Berlin;7.12;-1
20210718;Brandenburg;7.36;8
20210718;Sachsen;7.63;8
20210718;Bayern;7.83;5
20210718;Nordrhein-Westfalen;7.45;6
20210718;Hamburg;7.05;0
20210718;Mecklenburg-Vorpommern;7.99;8
20210718;Niedersachsen;7.67;4
20210718;Deutschland;7.66;5
20210718;Bremen;7.03;-6
20210718;Thüringen;7.7;6
20210718;Saarland;7.61;6
20210718;Sachsen-Anhalt;7.8100000000000005;9
20210718;Rheinland-Pfalz;7.92;2
20210718;Schleswig-Holstein;7.5;6
20210725;Baden-Württemberg;7.8500000000000005;5
20210725;Hessen;7.58;1
20210725;Berlin;7.01;-3
20210725;Brandenburg;7.15;4
20210725;Sachsen;7.45;6
20210725;Bayern;7.9;6
20210725;Nordrhein-Westfalen;7.32;4
20210725;Hamburg;6.8;-3
20210725;Mecklenburg-Vorpommern;7.83;6
20210725;Niedersachsen;7.3500000000000005;-1
20210725;Deutschland;7.51;3
20210725;Bremen;6.68;-10
20210725;Thüringen;7.5200000000000005;3
20210725;Saarland;7.3100000000000005;2
20210725;Sachsen-Anhalt;7.44;4
20210725;Rheinland-Pfalz;7.67;-1
20210725;Schleswig-Holstein;7.25;2
20210801;Baden-Württemberg;7.87;6
20210801;Hessen;7.640000000000001;2
20210801;Berlin;7.07;-2
20210801;Brandenburg;7.25;6
20210801;Sachsen;7.32;4
20210801;Bayern;7.91;6
20210801;Nordrhein-Westfalen;7.34;5
20210801;Hamburg;6.7700000000000005;-4
20210801;Mecklenburg-Vorpommern;7.86;6
20210801;Niedersachsen;7.2;-3
20210801;Deutschland;7.5;3
20210801;Bremen;6.46;-13
20210801;Thüringen;7.41;2
20210801;Saarland;7.46;4
20210801;Sachsen-Anhalt;7.390000000000001;3
20210801;Rheinland-Pfalz;7.74;0
20210801;Schleswig-Holstein;7.25;2
20210808;Baden-Württemberg;7.54;1
20210808;Hessen;7.32;-2
20210808;Berlin;6.93;-4
20210808;Brandenburg;7.17;5
20210808;Sachsen;7.08;1
20210808;Bayern;7.61;2
20210808;Nordrhein-Westfalen;7.19;3
20210808;Hamburg;6.7700000000000005;-4
20210808;Mecklenburg-Vorpommern;8.07;9
20210808;Niedersachsen;7.12;-4
20210808;Deutschland;7.3100000000000005;0
20210808;Bremen;6.41;-14
20210808;Thüringen;7.25;-1
20210808;Saarland;7.11;0
20210808;Sachsen-Anhalt;7.25;1
20210808;Rheinland-Pfalz;7.44;-4
20210808;Schleswig-Holstein;7.43;5
20210815;Baden-Württemberg;7.63;2
20210815;Hessen;7.49;0
20210815;Berlin;7.34;2
20210815;Brandenburg;7.42;9
20210815;Sachsen;7.25;3
20210815;Bayern;7.75;4
20210815;Nordrhein-Westfalen;7.37;5
20210815;Hamburg;7.07;1
20210815;Mecklenburg-Vorpommern;8.040000000000001;8
20210815;Niedersachsen;7.25;-2
20210815;Deutschland;7.47;3
20210815;Bremen;6.69;-10
20210815;Thüringen;7.41;2
20210815;Saarland;7.24;1
20210815;Sachsen-Anhalt;7.34;3
20210815;Rheinland-Pfalz;7.57;-2
20210815;Schleswig-Holstein;7.59;7
20210822;Baden-Württemberg;7.26;-3
20210822;Hessen;7.09;-6
20210822;Berlin;7.05;-2
20210822;Brandenburg;7.19;5
20210822;Sachsen;6.95;-1
20210822;Bayern;7.37;-1
20210822;Nordrhein-Westfalen;7.15;2
20210822;Hamburg;6.8;-3
20210822;Mecklenburg-Vorpommern;7.82;5
20210822;Niedersachsen;6.96;-6
20210822;Deutschland;7.16;-2
20210822;Bremen;6.45;-13
20210822;Thüringen;7.0600000000000005;-3
20210822;Saarland;6.8500000000000005;-4
20210822;Sachsen-Anhalt;7.04;-2
20210822;Rheinland-Pfalz;7.19;-7
20210822;Schleswig-Holstein;7.3500000000000005;4
20210829;Baden-Württemberg;7.29;-2
20210829;Hessen;7.17;-5
20210829;Berlin;6.97;-3
20210829;Brandenburg;7.1000000000000005;4
20210829;Sachsen;6.8;-3
20210829;Bayern;7.36;-2
20210829;Nordrhein-Westfalen;7.37;5
20210829;Hamburg;6.8500000000000005;-2
20210829;Mecklenburg-Vorpommern;7.72;4
20210829;Niedersachsen;7.0200000000000005;-5
20210829;Deutschland;7.21;-1
20210829;Bremen;6.4;-14
20210829;Thüringen;6.9;-5
20210829;Saarland;7.05;-1
20210829;Sachsen-Anhalt;6.97;-2
20210829;Rheinland-Pfalz;7.29;-6
20210829;Schleswig-Holstein;7.34;3
20210905;Baden-Württemberg;7.61;2
20210905;Hessen;7.67;2
20210905;Berlin;7.12;-1
20210905;Brandenburg;7.28;6
20210905;Sachsen;7.07;0
20210905;Bayern;7.61;2
20210905;Nordrhein-Westfalen;7.62;9
20210905;Hamburg;7.0600000000000005;0
20210905;Mecklenburg-Vorpommern;7.890000000000001;6
20210905;Niedersachsen;7.29;-1
20210905;Deutschland;7.5;3
20210905;Bremen;6.59;-12
20210905;Thüringen;7.15;-2
20210905;Saarland;7.53;5
20210905;Sachsen-Anhalt;7.3100000000000005;2
20210905;Rheinland-Pfalz;7.8;1
20210905;Schleswig-Holstein;7.54;6
20210912;Baden-Württemberg;7.640000000000001;3
20210912;Hessen;7.67;2
20210912;Berlin;7.17;0
20210912;Brandenburg;7.24;6
20210912;Sachsen;7.25;3
20210912;Bayern;7.69;3
20210912;Nordrhein-Westfalen;7.58;8
20210912;Hamburg;6.96;-1
20210912;Mecklenburg-Vorpommern;7.8;5
20210912;Niedersachsen;7.43;1
20210912;Deutschland;7.53;3
20210912;Bremen;6.69;-10
20210912;Thüringen;7.2700000000000005;0
20210912;Saarland;7.45;4
20210912;Sachsen-Anhalt;7.42;4
20210912;Rheinland-Pfalz;7.7700000000000005;0
20210912;Schleswig-Holstein;7.390000000000001;4
20210919;Baden-Württemberg;7.82;5
20210919;Hessen;7.6000000000000005;1
20210919;Berlin;7.07;-2
20210919;Brandenburg;7.12;4
20210919;Sachsen;7.0600000000000005;0
20210919;Bayern;7.8;4
20210919;Nordrhein-Westfalen;7.55;8
20210919;Hamburg;6.890000000000001;-2
20210919;Mecklenburg-Vorpommern;7.65;3
20210919;Niedersachsen;7.33;-1
20210919;Deutschland;7.51;3
20210919;Bremen;6.61;-11
20210919;Thüringen;7.17;-2
20210919;Saarland;7.43;4
20210919;Sachsen-Anhalt;7.21;1
20210919;Rheinland-Pfalz;7.73;0
20210919;Schleswig-Holstein;7.26;2
20210926;Baden-Württemberg;8.2;10
20210926;Hessen;7.68;2
20210926;Berlin;6.87;-5
20210926;Brandenburg;7.53;10
20210926;Sachsen;7.3100000000000005;4
20210926;Bayern;8.18;9
20210926;Nordrhein-Westfalen;7.78;11
20210926;Hamburg;6.8500000000000005;-3
20210926;Mecklenburg-Vorpommern;8.03;8
20210926;Niedersachsen;7.62;3
20210926;Deutschland;7.75;6
20210926;Bremen;6.47;-13
20210926;Thüringen;7.42;2
20210926;Saarland;7.33;3
20210926;Sachsen-Anhalt;7.59;6
20210926;Rheinland-Pfalz;7.91;2
20210926;Schleswig-Holstein;7.43;5
20211003;Baden-Württemberg;8.22;10
20211003;Hessen;7.63;2
20211003;Berlin;6.890000000000001;-4
20211003;Brandenburg;7.47;9
20211003;Sachsen;7.3;4
20211003;Bayern;8.18;9
20211003;Nordrhein-Westfalen;7.66;9
20211003;Hamburg;6.83;-3
20211003;Mecklenburg-Vorpommern;7.99;8
20211003;Niedersachsen;7.58;3
20211003;Deutschland;7.72;6
20211003;Bremen;6.37;-14
20211003;Thüringen;7.68;5
20211003;Saarland;7.24;1
20211003;Sachsen-Anhalt;7.58;6
20211003;Rheinland-Pfalz;7.86;2
20211003;Schleswig-Holstein;7.4;4
20211017;Baden-Württemberg;8.3;11
20211017;Hessen;7.65;2
20211017;Berlin;6.8500000000000005;-5
20211017;Brandenburg;7.45;9
20211017;Sachsen;7.36;5
20211017;Bayern;8.22;10
20211017;Nordrhein-Westfalen;7.78;11
20211017;Hamburg;6.69;-5
20211017;Mecklenburg-Vorpommern;7.9;6
20211017;Niedersachsen;7.75;5
20211017;Deutschland;7.78;7
20211017;Bremen;6.640000000000001;-11
20211017;Thüringen;7.67;5
20211017;Saarland;7.5200000000000005;5
20211017;Sachsen-Anhalt;7.65;7
20211017;Rheinland-Pfalz;7.92;2
20211017;Schleswig-Holstein;7.2700000000000005;2
20211024;Baden-Württemberg;8.15;9
20211024;Hessen;7.24;-4
20211024;Berlin;6.45;-10
20211024;Brandenburg;7.07;3
20211024;Sachsen;6.92;-2
20211024;Bayern;8.08;8
20211024;Nordrhein-Westfalen;7.32;4
20211024;Hamburg;6.69;-5
