date;area;persons;sharePersonLeavingHome;dailyRangePerPerson
20210214;Rosenheim;58827;54.0;8.25
20210214;Landkreis Nordsachsen;197349;50.0;9.700000000000001
20210214;Landkreis Heidenheim;128950;52.0;10.71
20210214;Landkreis Nienburg/Weser;119634;49.0;10.09
20210214;Freiburg im Breisgau;214845;59.0;8.55
20210214;Bayreuth;69683;59.0;8.72
20210214;Osnabrück;154635;49.0;6.15
20210214;Landkreis Coburg;86533;53.0;8.55
20210214;Chemnitz;239691;51.0;5.82
20210214;Landkreis Straubing-Bogen;96167;55.00000000000001;16.75
20210214;Gelsenkirchen;256964;51.0;5.37
20210214;Bonn;308405;61.0;6.4
20210214;Kempten (Allgäu);64036;51.0;8.88
20210214;Landkreis Offenbach;336046;52.0;8.27
20210214;Odenwaldkreis;86018;45.0;9.46
20210214;Landkreis Rottweil;135064;53.0;10.97
20210214;Landkreis Darmstadt-Dieburg;288729;53.0;8.83
20210214;Ansbach;39139;56.00000000000001;14.6
20210214;Landkreis Deggendorf;113765;56.00000000000001;20.78
20210214;Landkreis Peine;129483;50.0;11.19
20210214;Wiesbaden;270778;61.0;7.42
20210214;Landkreis Main-Spessart;126018;47.0;15.58
20210214;Landkreis Spree-Neiße;119271;55.00000000000001;37.81
20210214;Saarpfalz-Kreis;143793;55.00000000000001;10.49
20210214;Landkreis Tuttlingen;133891;52.0;9.21
20210214;Werra-Meißner-Kreis;100479;45.0;12.02
20210214;Koblenz;109429;57.00000000000001;8.26
20210214;Märkischer Kreis;417070;57.00000000000001;6.82
20210214;Hochtaunuskreis;227576;55.00000000000001;7.84
20210214;Landkreis Emsland;310930;56.00000000000001;14.55
20210214;Landkreis Wittenberg;129841;48.0;9.67
20210214;Landkreis Bad Kissingen;102657;51.0;15.83
20210214;Suhl;34338;40.0;7.91
20210214;Landkreis Biberach;210429;54.0;10.48
20210214;Rhein-Hunsrück-Kreis;110472;55.00000000000001;14.72
20210214;Ennepe-Ruhr-Kreis;322425;56.00000000000001;5.87
20210214;Landkreis Ammerland;117938;55.00000000000001;9.9
20210214;Landkreis Oder-Spree;188668;49.0;26.580000000000002
20210214;Landkreis Sigmaringen;127771;51.0;10.98
20210214;Landkreis Heilbronn;323239;55.00000000000001;10.44
20210214;Landkreis Altenkirchen;152147;47.0;10.28
20210214;Pirmasens;39997;55.00000000000001;6.7700000000000005
20210214;Landkreis Elbe-Elster;107175;48.0;9.84
20210214;Landkreis Mansfeld-Südharz;142453;44.0;11.99
20210214;Landkreis Donau-Ries;128043;57.00000000000001;13.52
20210214;Landkreis Uelzen;91749;46.0;9.53
20210214;Kreis Steinburg;157532;56.00000000000001;9.47
20210214;Landkreis Greiz;108576;47.0;9.97
20210214;Landkreis Eichsfeld;100900;46.0;13.67
20210214;Herne;153975;51.0;5.14
20210214;Landkreis Barnim;172671;50.0;10.5
20210214;Landkreis Ahrweiler;129205;56.00000000000001;11.36
20210214;Region Hannover;1109726;50.0;7.83
20210214;Unstrut-Hainich-Kreis;106934;49.0;7.4
20210214;Landkreis Vorpommern-Greifswald;239796;50.0;14.47
20210214;Kreis Recklinghausen;613615;49.0;5.53
20210214;Duisburg;484858;53.0;5.99
20210214;Worms;79134;57.00000000000001;8.3
20210214;Landkreis Erding;139447;57.00000000000001;12.35
20210214;Bodenseekreis;204224;57.00000000000001;9.43
20210214;Mülheim an der Ruhr;165988;54.0;4.88
20210214;Landkreis Sächsische Schweiz-Osterzgebirge;245030;50.0;18.19
20210214;Landkreis Merzig-Wadern;103217;53.0;13.47
20210214;Landkreis Trier-Saarburg;150543;54.0;15.81
20210214;Burgenlandkreis;185905;46.0;10.21
20210214;Rostock;225276;53.0;9.52
20210214;Kreis Heinsberg;246592;57.99999999999999;8.22
20210214;Landkreis Fürstenfeldbruck;204293;56.00000000000001;8.73
20210214;Landkreis Nürnberger Land;163285;57.99999999999999;13.05
20210214;Kreis Schleswig-Flensburg;220791;53.0;16.14
20210214;Main-Tauber-Kreis;129808;46.0;11.63
20210214;Landkreis Freising;164729;57.00000000000001;13.5
20210214;Landkreis Regensburg;183509;54.0;13.93
20210214;Oberbergischer Kreis;270430;56.00000000000001;8.33
20210214;Landkreis Ostprignitz-Ruppin;102096;50.0;22.61
20210214;Landkreis Ansbach;177212;55.00000000000001;21.03
20210214;Landkreis Neustadt an der Aisch-Bad Windsheim;96882;53.0;12.25
20210214;Vogtlandkreis;235149;47.0;9.790000000000001
20210214;Donnersbergkreis;81257;54.0;11.86
20210214;Darmstadt;145766;52.0;6.63
20210214;Remscheid;108878;63.0;6.0
20210214;Landkreis Fulda;214290;53.0;12.96
20210214;Landkreis Harburg;258077;53.0;11.18
20210214;Gera;99783;42.0;6.37
20210214;Kreis Kleve;300035;56.00000000000001;15.120000000000001
20210214;Frankenthal (Pfalz);46817;56.00000000000001;7.59
20210214;Leverkusen;159086;57.99999999999999;6.2700000000000005
20210214;Landkreis Osnabrück;349454;51.0;8.84
20210214;Speyer;49032;54.0;7.930000000000001
20210214;Landkreis Neunkirchen;133800;55.00000000000001;7.24
20210214;Landkreis Rottal-Inn;116802;48.0;18.68
20210214;Landkreis Stade;194742;56.00000000000001;8.97
20210214;Landkreis Garmisch-Partenkirchen;83595;56.00000000000001;12.55
20210214;Trier;105696;59.0;9.13
20210214;Bremerhaven;107747;49.0;6.99
20210214;Enzkreis;190976;57.99999999999999;9.040000000000001
20210214;Landkreis Northeim;136913;44.0;10.15
20210214;Hagen;184606;57.00000000000001;5.8100000000000005
20210214;Landkreis Roth;161362;51.0;14.200000000000001
20210214;Rhein-Neckar-Kreis;534102;55.00000000000001;9.16
20210214;Landkreis Weimarer Land;83967;48.0;8.4
20210214;Rheinisch-Bergischer Kreis;276576;57.00000000000001;7.42
20210214;Landkreis Böblingen;364555;57.99999999999999;7.91
20210214;Landshut;92835;54.0;8.72
20210214;Landkreis Harz;246028;46.0;7.99
20210214;Landkreis Meißen;243851;52.0;11.52
20210214;Main-Taunus-Kreis;225547;56.00000000000001;8.34
20210214;Landkreis Friesland;96815;59.0;9.47
20210214;Landkreis Schmalkalden-Meiningen;131991;42.0;9.09
20210214;Stuttgart;595228;64.0;7.03
20210214;Landkreis Potsdam-Mittelmark;203231;51.0;15.49
20210214;Dortmund;569374;55.00000000000001;5.87
20210214;Landkreis Celle;174819;44.0;8.5
20210214;Landkreis Forchheim;112830;56.00000000000001;9.46
20210214;Wuppertal;341459;62.0;6.01
20210214;Memmingen;41057;60.0;8.84
20210214;Wartburgkreis;126579;47.0;12.09
20210214;Nürnberg;492498;59.0;7.74
20210214;Kreis Düren;256370;57.99999999999999;8.700000000000001
20210214;Landkreis Börde;205643;50.0;16.22
20210214;Landkreis Bernkastel-Wittlich;117747;51.0;13.66
20210214;Landkreis Wunsiedel im Fichtelgebirge;74152;51.0;17.78
20210214;Landkreis Kusel;79509;52.0;9.46
20210214;Landkreis Lüneburg;176102;51.0;8.6
20210214;Landkreis Gifhorn;170225;48.0;9.1
20210214;Landkreis Dingolfing-Landau;90995;51.0;13.64
20210214;Landkreis Schwandorf;143599;56.00000000000001;18.740000000000002
20210214;Kreis Bergstraße;277593;54.0;8.94
20210214;Landkreis Unterallgäu;135735;52.0;13.18
20210221;Kreis Olpe;135158;51.0;10.8
20210221;Landkreis Goslar;137639;53.0;12.35
20210221;Landkreis Alzey-Worms;130840;57.00000000000001;13.0
20210221;Dessau-Roßlau;83592;47.0;7.44
20210221;Kreis Soest;292657;59.0;11.26
20210221;Regionalverband Saarbrücken;325217;57.00000000000001;9.200000000000001
20210221;Bielefeld;326377;61.0;8.290000000000001
20210221;Neustadt an der Weinstraße;51824;57.99999999999999;8.49
20210221;Landkreis Würzburg;157512;57.00000000000001;15.34
20210221;Landkreis St. Wendel;88768;57.99999999999999;9.64
20210221;Ostalbkreis;322770;59.0;10.370000000000001
20210221;Hof;43509;53.0;9.36
20210221;Oberhausen;209401;57.99999999999999;6.66
20210221;Landkreis Südliche Weinstraße;161480;59.0;10.870000000000001
20210221;Landkreis Cochem-Zell;70583;49.0;14.75
20210221;Landkreis Sonneberg;61145;50.0;9.14
20210221;Rhein-Sieg-Kreis;576876;59.0;8.620000000000001
20210221;Ludwigshafen am Rhein;159534;57.00000000000001;7.640000000000001
20210221;Leipzig;519215;55.00000000000001;6.92
20210221;Kreis Siegen-Wittgenstein;274945;52.0;10.55
20210221;Landkreis Wesermarsch;88449;57.99999999999999;11.05
20210221;Landkreis Traunstein;168689;57.00000000000001;17.26
20210221;Landkreis Passau;202379;53.0;46.39
20210221;Städteregion Aachen;538267;60.0;12.08
20210221;Rhein-Lahn-Kreis;130549;53.0;9.58
20210221;Landkreis Oberspreewald-Lausitz;114273;51.0;20.53
20210221;Brandenburg an der Havel;70453;48.0;10.52
20210221;Landkreis Nordhausen;82806;49.0;13.91
20210221;Kreis Stormarn;293939;54.0;9.370000000000001
20210221;Bottrop;116026;59.0;6.55
20210221;Landkreis Hersfeld-Rotenburg;119424;56.00000000000001;21.0
20210221;Hamm;175443;59.0;8.78
20210221;Landkreis Cuxhaven;192996;57.00000000000001;11.49
20210221;Landkreis Augsburg;239702;57.00000000000001;11.41
20210221;Zollernalbkreis;183869;54.0;9.48
20210221;Rhein-Pfalz-Kreis;147641;57.00000000000001;10.46
20210221;Landkreis Pfaffenhofen an der Ilm;119004;52.0;14.14
20210221;Landkreis Neumarkt in der Oberpfalz;126374;53.0;18.400000000000002
20210221;Landkreis Rastatt;220520;62.0;13.1
20210221;Landkreis Schaumburg;155409;61.0;13.88
20210221;Ingolstadt;125861;59.0;8.66
20210221;Landkreis Göppingen;275952;57.99999999999999;9.58
20210221;Jena;111531;55.00000000000001;8.11
20210221;Eisenach;41100;54.0;9.41
20210221;Landkreis Eichstätt;124055;57.99999999999999;13.620000000000001
20210221;Landkreis Rostock;267843;55.00000000000001;13.97
20210221;Solingen;154383;62.0;6.62
20210221;Landkreis Lichtenfels;66824;57.00000000000001;10.38
20210221;Landkreis Saalfeld-Rudolstadt;104722;51.0;9.31
20210221;Krefeld;218107;59.0;6.96
20210221;Wetteraukreis;292621;59.0;11.57
20210221;Landkreis Ludwigsburg;513223;63.0;8.45
20210221;Landkreis Mainz-Bingen;204863;57.00000000000001;9.89
20210221;Ulm;125052;60.0;10.290000000000001
20210221;Landkreis Teltow-Fläming;158713;56.00000000000001;15.07
20210221;Kreis Dithmarschen;131487;56.00000000000001;11.24
20210221;Kreis Mettmann;496884;57.99999999999999;7.26
20210221;Landkreis Neuburg-Schrobenhausen;91285;55.00000000000001;10.44
20210221;Weiden in der Oberpfalz;42492;53.0;9.74
20210221;Landkreis Hildburghausen;66063;49.0;12.77
20210221;Landkreis Rotenburg (Wümme);169961;56.00000000000001;15.3
20210221;Landkreis Hof;97253;55.00000000000001;19.05
20210221;Landkreis Konstanz;267972;57.00000000000001;12.35
20210221;Landkreis Stendal;126495;53.0;12.82
20210221;Heidelberg;149487;57.99999999999999;7.9
20210221;Rhein-Erft-Kreis;452312;57.99999999999999;8.93
20210221;Landkreis Weilheim-Schongau;128835;52.0;10.17
20210221;Mannheim;293788;59.0;8.290000000000001
20210221;Landkreis Osterholz;110164;56.00000000000001;9.36
20210221;Schwabach;48416;53.0;12.91
20210221;Landkreis Südwestpfalz;123180;55.00000000000001;9.75
20210221;Landkreis Miltenberg;142563;50.0;11.14
20210221;Coburg;40185;53.0;7.66
20210221;Essen;564121;59.0;6.41
20210221;Flensburg;82574;50.0;10.8
20210221;Ilm-Kreis;95985;49.0;12.88
20210221;Bremen;560817;56.00000000000001;8.01
20210221;Landkreis Mecklenburgische Seenplatte;265614;47.0;12.4
20210221;Landkreis Calw;150027;59.0;9.61
20210221;Landkreis Aurich;185185;60.0;10.8
20210221;Landkreis Prignitz;87923;49.0;16.96
20210221;Hohenlohekreis;107149;53.0;15.23
20210221;Landkreis Schwäbisch Hall;185888;56.00000000000001;14.030000000000001
20210221;Landkreis Freudenstadt;114429;60.0;11.07
20210221;Kreis Wesel;455685;57.99999999999999;8.77
20210221;Landkreis Waldeck-Frankenberg;160976;51.0;12.93
20210221;Köln;1039017;59.0;7.45
20210221;Landkreis Mittelsachsen;315434;51.0;13.24
20210221;Baden-Baden;52350;60.0;12.5
20210221;Landkreis Erlangen-Höchstadt;151450;57.00000000000001;10.16
20210221;Lahn-Dill-Kreis;251294;55.00000000000001;11.49
20210221;Ortenaukreis;430210;61.0;12.700000000000001
20210221;Landkreis Nordwestmecklenburg;160758;54.0;13.200000000000001
20210221;Kassel;211901;61.0;8.83
20210221;Landkreis Günzburg;119296;57.99999999999999;14.77
20210221;Kreis Gütersloh;349108;57.99999999999999;9.77
20210221;Karlsruhe;293399;61.0;8.48
20210221;Kreis Paderborn;292213;59.0;10.84
20210221;Landkreis Rhön-Grabfeld;79708;51.0;11.76
20210221;Landkreis Saarlouis;195949;57.99999999999999;9.5
20210221;Landkreis Neustadt an der Waldnaab;137413;54.0;24.22
20210221;Landkreis Starnberg;139295;56.00000000000001;9.82
20210221;Amberg;41285;50.0;7.88
20210221;Kreis Minden-Lübbecke;308133;60.0;10.290000000000001
20210221;Landkreis Mayen-Koblenz;221273;57.00000000000001;12.32
20210221;Landkreis Marburg-Biedenkopf;240139;55.00000000000001;9.82
20210221;Straubing;44267;56.00000000000001;9.5
20210221;Landkreis Altötting;106931;51.0;22.77
20210221;Landkreis Birkenfeld;86741;52.0;10.14
20210221;Delmenhorst;73308;54.0;8.33
20210221;Landkreis Vulkaneifel;91621;52.0;17.19
20210221;Landkreis Hameln-Pyrmont;148007;55.00000000000001;8.58
20210221;Braunschweig;244780;53.0;7.5
20210221;Landkreis Havelland;166610;52.0;12.33
20210221;Landkreis Bad Dürkheim;146766;57.00000000000001;9.65
20210221;Landkreis Miesbach;94060;55.00000000000001;13.47
20210221;Saalekreis;195743;54.0;13.59
20210221;Bochum;360487;60.0;6.58
20210221;Landkreis Bad Kreuznach;180417;56.00000000000001;11.290000000000001
20210221;Landkreis Landsberg am Lech;126330;54.0;11.74
20210221;Landkreis Sömmerda;74441;52.0;12.38
20210221;Landkreis Verden;131424;54.0;14.0
20210221;Landkreis Neuwied;185106;57.99999999999999;11.950000000000001
20210221;Landkreis Ravensburg;270337;61.0;14.01
20210221;Landkreis Leer;163147;60.0;14.32
20210221;Kreis Ostholstein;196398;54.0;13.530000000000001
20210221;Magdeburg;229023;53.0;8.0
20210221;Landkreis Kronach;68847;52.0;10.450000000000001
20210221;Kreis Segeberg;276669;55.00000000000001;9.98
20210221;Kreis Plön;169466;56.00000000000001;9.450000000000001
20210221;Landkreis Rosenheim;246003;57.00000000000001;18.45
20210221;Landkreis Cloppenburg;159153;59.0;13.39
20210221;Landkreis Tirschenreuth;73638;48.0;16.42
20210221;Landkreis Kulmbach;75852;55.00000000000001;13.49
20210221;Mönchengladbach;253565;57.00000000000001;7.16
20210221;Landkreis Fürth;113574;61.0;8.43
20210221;Landkreis Göttingen;317554;55.00000000000001;11.07
20210221;Landkreis Vechta;132647;57.99999999999999;16.06
20210221;Landkreis Oberhavel;201418;50.0;10.88
20210221;Kreis Euskirchen;186001;59.0;10.58
20210221;Fürth;117757;63.0;7.48
20210221;Landkreis Heidekreis;134663;56.00000000000001;20.96
20210221;Hochsauerlandkreis;264206;52.0;11.06
20210221;Landkreis Reutlingen;272282;60.0;8.48
20210221;Kreis Borken;360364;57.00000000000001;10.49
20210221;Wilhelmshaven;75749;55.00000000000001;7.890000000000001
20210221;Kreis Unna;390719;59.0;8.36
20210221;Westerwaldkreis;221953;53.0;13.13
20210221;Regensburg;137642;57.99999999999999;9.32
20210221;Altmarkkreis Salzwedel;96155;47.0;13.08
20210221;Kreis Groß-Gerau;254122;57.99999999999999;11.08
20210221;Landkreis Görlitz;262629;53.0;41.88
20210221;Landkreis Emmendingen;159071;59.0;10.76
20210221;Landkreis Breisgau-Hochschwarzwald;246575;57.99999999999999;16.94
20210221;Kreis Nordfriesland;161468;55.00000000000001;11.96
20210221;Landkreis Bautzen;308458;55.00000000000001;21.78
20210221;Landkreis Ludwigslust-Parchim;221978;50.0;17.11
20210221;Augsburg;271117;57.99999999999999;8.040000000000001
20210221;Landkreis Regen;75993;47.0;13.38
20210221;Berlin;3363965;57.99999999999999;6.24
20210221;Lübeck;208580;54.0;8.8
20210221;Neckar-Odenwald-Kreis;144166;51.0;11.55
20210221;Bamberg;68933;57.00000000000001;8.83
20210221;Landkreis Dahme-Spreewald;159546;54.0;17.25
20210221;Landkreis Holzminden;72160;48.0;10.64
20210221;Erfurt;201030;55.00000000000001;8.57
20210221;Mainz;202168;59.0;7.87
20210221;Landkreis Mühldorf am Inn;116130;52.0;13.48
20210221;Schwerin;90548;50.0;8.44
20210221;Landkreis München;351587;57.00000000000001;9.55
20210221;Landkreis Hildesheim;261572;57.00000000000001;9.67
20210221;Landkreis Freyung-Grafenau;77521;52.0;17.37
20210221;Neumünster;75219;54.0;9.07
20210221;Landkreis Waldshut;163478;41.0;12.09
20210221;Landkreis Limburg-Weilburg;169440;56.00000000000001;13.05
20210221;Emden;49278;54.0;9.08
20210221;Kreis Steinfurt;430305;57.00000000000001;11.01
20210221;Landkreis Karlsruhe;424593;57.99999999999999;10.31
20210221;Rhein-Kreis Neuss;437289;56.00000000000001;7.86
20210221;Vogelsbergkreis;105927;55.00000000000001;18.75
20210221;Dresden;522841;57.99999999999999;9.02
20210221;München;1401481;61.0;7.88
20210221;Kreis Herzogtum Lauenburg;240465;55.00000000000001;10.23
20210221;Landkreis Aschaffenburg;173852;54.0;12.58
20210221;Landkreis Haßberge;83759;56.00000000000001;16.6
20210221;Landkreis Esslingen;513853;63.0;8.71
20210221;Landkreis Grafschaft Bentheim;133039;57.00000000000001;25.69
20210221;Pforzheim;113886;64.0;8.11
20210221;Landkreis Oldenburg;124609;57.99999999999999;14.47
20210221;Kreis Viersen;294182;57.00000000000001;14.14
20210221;Main-Kinzig-Kreis;402186;55.00000000000001;10.200000000000001
20210221;Landkreis Aichach-Friedberg;126778;56.00000000000001;11.67
20210221;Aschaffenburg;66916;60.0;9.27
20210221;Schwarzwald-Baar-Kreis;203236;57.00000000000001;10.71
20210221;Landkreis Cham;124980;56.00000000000001;18.88
20210221;Landkreis Altenburger Land;94082;52.0;9.86
20210221;Landkreis Ebersberg;138627;57.99999999999999;11.48
20210221;Landkreis Wolfenbüttel;119048;57.00000000000001;9.53
20210221;Kreis Rendsburg-Eckernförde;330627;57.00000000000001;10.68
20210221;Landkreis Kelheim;113585;56.00000000000001;12.92
20210221;Landkreis Bayreuth;104086;57.00000000000001;19.580000000000002
20210221;Landkreis Lindau;78323;53.0;20.21
20210221;Landkreis Jerichower Land;100286;54.0;18.97
20210221;Potsdam;157210;55.00000000000001;7.42
20210221;Alb-Donau-Kreis;198439;55.00000000000001;12.51
20210221;Kaufbeuren;41134;56.00000000000001;8.51
20210221;Landkreis Anhalt-Bitterfeld;168210;54.0;10.75
20210221;Kreis Coesfeld;213547;56.00000000000001;9.59
20210221;Kreis Warendorf;270603;60.0;9.75
20210221;Landkreis Amberg-Sulzbach;102888;54.0;14.540000000000001
20210221;Landkreis Uckermark;122027;51.0;28.87
20210221;Landkreis Dachau;152421;57.00000000000001;10.27
20210221;Landkreis Lüchow-Dannenberg;48607;54.0;14.36
20210221;Frankfurt am Main;685942;59.0;7.61
20210221;Oldenburg;157792;53.0;8.61
20210221;Wolfsburg;121455;51.0;7.92
20210221;Rheingau-Taunus-Kreis;180406;56.00000000000001;10.36
20210221;Landkreis Kassel;254368;56.00000000000001;11.85
20210221;Kaiserslautern;94414;59.0;7.74
20210221;Erlangen;107891;57.99999999999999;8.55
20210221;Landkreis Bamberg;143081;57.99999999999999;14.120000000000001
20210221;Landkreis Oberallgäu;149895;61.0;13.08
20210221;Frankfurt (Oder);59736;60.0;86.44
20210221;Landkreis Tübingen;213088;62.0;8.89
20210221;Landkreis Germersheim;130703;59.0;12.950000000000001
20210221;Landkreis Zwickau;329046;52.0;9.5
20210221;Kreis Herford;247933;57.99999999999999;10.19
20210221;Landkreis Diepholz;208639;57.00000000000001;11.74
20210221;Passau;48777;57.00000000000001;50.480000000000004
20210221;Landkreis Schweinfurt;112488;59.0;13.05
20210221;Schwalm-Eder-Kreis;179495;55.00000000000001;15.64
20210221;Eifelkreis Bitburg-Prüm;108515;49.0;18.81
20210221;Landkreis Vorpommern-Rügen;218579;54.0;12.6
20210221;Landkreis Dillingen an der Donau;92521;57.00000000000001;11.53
20210221;Landkreis Berchtesgadener Land;101491;52.0;23.62
20210221;Zweibrücken;33718;57.99999999999999;8.41
20210221;Würzburg;123450;60.0;9.39
20210221;Hamburg;1748774;57.00000000000001;7.41
20210221;Landkreis Gotha;133360;56.00000000000001;14.14
20210221;Kreis Pinneberg;298460;53.0;7.84
20210221;Deutschland;79992942;57.00000000000001;10.93
20210221;Düsseldorf;608151;57.99999999999999;7.01
20210221;Kyffhäuserkreis;75780;51.0;13.06
20210221;Landkreis Kaiserslautern;111028;57.00000000000001;11.13
20210221;Landkreis Weißenburg-Gunzenhausen;91679;55.00000000000001;11.78
20210221;Landkreis Ostallgäu;133361;56.00000000000001;15.75
20210221;Kreis Höxter;143307;51.0;12.22
20210221;Heilbronn;115304;62.0;8.4
20210221;Weimar;65946;57.00000000000001;10.21
20210221;Landkreis Gießen;251672;59.0;11.26
20210221;Schweinfurt;51483;55.00000000000001;8.040000000000001
20210221;Kiel;247636;57.00000000000001;7.390000000000001
20210221;Landkreis Märkisch-Oderland;201590;56.00000000000001;23.42
20210221;Kreis Lippe;343576;59.0;9.51
20210221;Saale-Orla-Kreis;85384;51.0;18.59
20210221;Landkreis Helmstedt;88464;56.00000000000001;20.52
20210221;Halle (Saale);230241;56.00000000000001;6.88
20210221;Landau in der Pfalz;44494;60.0;10.200000000000001
20210221;Salzlandkreis;199299;54.0;11.65
20210221;Offenbach am Main;116735;61.0;8.120000000000001
20210221;Erzgebirgskreis;362615;48.0;10.06
20210221;Cottbus - Chóśebuz;96767;51.0;11.13
20210221;Rems-Murr-Kreis;406710;62.0;8.33
20210221;Landkreis Landshut;178064;55.00000000000001;12.42
20210221;Landkreis Kitzingen;87452;57.99999999999999;21.2
20210221;Landkreis Bad Tölz-Wolfratshausen;120692;60.0;10.52
20210221;Landkreis Wittmund;55921;66.0;11.75
20210221;Landkreis Leipzig;253807;53.0;10.21
20210221;Salzgitter;97102;57.99999999999999;8.98
20210221;Landkreis Neu-Ulm;181844;57.99999999999999;11.35
20210221;Münster;291993;59.0;8.05
20210221;Saale-Holzland-Kreis;90987;52.0;15.89
20210221;Landkreis Lörrach;220142;50.0;13.6
20210221;Rosenheim;58784;54.0;8.76
20210221;Landkreis Nordsachsen;197208;54.0;11.88
20210221;Landkreis Heidenheim;128997;54.0;11.19
20210221;Landkreis Nienburg/Weser;119577;52.0;11.59
20210221;Freiburg im Breisgau;214880;62.0;9.56
20210221;Bayreuth;69518;60.0;9.82
20210221;Osnabrück;154448;57.00000000000001;8.41
20210221;Landkreis Coburg;86594;55.00000000000001;9.47
20210221;Chemnitz;239607;55.00000000000001;7.12
20210221;Landkreis Straubing-Bogen;96141;55.00000000000001;17.73
20210221;Gelsenkirchen;256795;57.00000000000001;6.91
20210221;Bonn;308431;61.0;6.98
20210221;Kempten (Allgäu);64022;53.0;9.92
20210221;Landkreis Offenbach;336067;55.00000000000001;9.11
20210221;Odenwaldkreis;86002;47.0;10.02
20210221;Landkreis Rottweil;134977;54.0;12.15
20210221;Landkreis Darmstadt-Dieburg;288716;55.00000000000001;9.81
20210221;Ansbach;39031;57.00000000000001;15.030000000000001
20210221;Landkreis Deggendorf;113928;56.00000000000001;22.48
20210221;Landkreis Peine;129392;56.00000000000001;12.58
20210221;Wiesbaden;270812;62.0;7.930000000000001
20210221;Landkreis Main-Spessart;126017;49.0;17.87
20210221;Landkreis Spree-Neiße;119272;57.99999999999999;43.34
20210221;Saarpfalz-Kreis;143787;56.00000000000001;11.02
20210221;Landkreis Tuttlingen;134015;54.0;10.07
20210221;Werra-Meißner-Kreis;100463;50.0;14.280000000000001
20210221;Koblenz;109434;57.99999999999999;8.83
20210221;Märkischer Kreis;416412;59.0;7.7700000000000005
20210221;Hochtaunuskreis;227528;56.00000000000001;8.53
20210221;Landkreis Emsland;310687;59.0;16.2
20210221;Landkreis Wittenberg;129732;53.0;11.49
20210221;Landkreis Bad Kissingen;102520;53.0;17.67
20210221;Suhl;34337;42.0;9.51
20210221;Landkreis Biberach;210471;56.00000000000001;11.790000000000001
20210221;Rhein-Hunsrück-Kreis;110551;56.00000000000001;16.05
20210221;Ennepe-Ruhr-Kreis;322317;60.0;7.13
20210221;Landkreis Ammerland;118007;57.00000000000001;11.13
20210221;Landkreis Oder-Spree;188786;52.0;29.86
20210221;Landkreis Sigmaringen;127720;54.0;12.530000000000001
20210221;Landkreis Heilbronn;323237;57.00000000000001;11.290000000000001
20210221;Landkreis Altenkirchen;152129;48.0;10.84
20210221;Pirmasens;39948;57.99999999999999;7.5600000000000005
20210221;Landkreis Elbe-Elster;107115;51.0;11.700000000000001
20210221;Landkreis Mansfeld-Südharz;142341;52.0;14.89
20210221;Landkreis Donau-Ries;128037;57.00000000000001;14.13
20210221;Landkreis Uelzen;91670;50.0;11.33
20210221;Kreis Steinburg;157427;57.00000000000001;10.23
20210221;Landkreis Greiz;108578;52.0;11.96
20210221;Landkreis Eichsfeld;100870;53.0;16.4
20210221;Herne;153812;57.00000000000001;6.57
20210221;Landkreis Barnim;172621;52.0;11.57
20210221;Landkreis Ahrweiler;129120;56.00000000000001;11.76
20210221;Region Hannover;1109568;55.00000000000001;9.63
20210221;Unstrut-Hainich-Kreis;106797;53.0;10.05
20210221;Landkreis Vorpommern-Greifswald;239746;50.0;16.06
20210221;Kreis Recklinghausen;613090;55.00000000000001;7.21
20210221;Duisburg;484757;57.00000000000001;7.16
20210221;Worms;79071;59.0;9.17
20210221;Landkreis Erding;139389;57.99999999999999;13.48
20210221;Bodenseekreis;204268;59.0;10.33
20210221;Mülheim an der Ruhr;165848;59.0;6.09
20210221;Landkreis Sächsische Schweiz-Osterzgebirge;244835;54.0;19.19
20210221;Landkreis Merzig-Wadern;103217;54.0;13.700000000000001
20210221;Landkreis Trier-Saarburg;150522;55.00000000000001;16.18
20210221;Burgenlandkreis;185879;52.0;12.52
20210221;Rostock;225218;54.0;10.4
20210221;Kreis Heinsberg;246559;59.0;8.94
20210221;Landkreis Fürstenfeldbruck;204250;57.00000000000001;9.23
20210221;Landkreis Nürnberger Land;163358;57.99999999999999;14.23
20210221;Kreis Schleswig-Flensburg;220671;54.0;17.02
20210221;Main-Tauber-Kreis;129777;48.0;12.91
20210221;Landkreis Freising;164671;57.99999999999999;14.200000000000001
20210221;Landkreis Regensburg;183450;55.00000000000001;15.55
20210221;Oberbergischer Kreis;270355;56.00000000000001;8.870000000000001
20210221;Landkreis Ostprignitz-Ruppin;102010;49.0;21.34
20210221;Landkreis Ansbach;177275;56.00000000000001;21.830000000000002
20210221;Landkreis Neustadt an der Aisch-Bad Windsheim;96756;56.00000000000001;13.63
20210221;Vogtlandkreis;235066;51.0;11.34
20210221;Donnersbergkreis;81276;56.00000000000001;11.97
20210221;Darmstadt;145766;55.00000000000001;7.4
20210221;Remscheid;108806;65.0;6.7
20210221;Landkreis Fulda;214163;56.00000000000001;14.23
20210221;Landkreis Harburg;258000;54.0;12.32
20210221;Gera;99840;48.0;7.83
20210221;Kreis Kleve;299955;59.0;17.26
20210221;Frankenthal (Pfalz);46793;59.0;8.290000000000001
20210221;Leverkusen;159076;59.0;6.82
20210221;Landkreis Osnabrück;349150;56.00000000000001;11.13
20210221;Speyer;49001;56.00000000000001;8.700000000000001
