date;area;persons;sharePersonLeavingHome;dailyRangePerPerson
20200315;Braunschweig;259621;64.0;10.24
20200315;Landkreis Havelland;146166;61.0;15.26
20200315;Landkreis Bad Dürkheim;145351;66.0;12.43
20200315;Landkreis Miesbach;93663;62.0;19.23
20200315;Saalekreis;161050;62.0;15.32
20200315;Bochum;363903;66.0;7.79
20200315;Landkreis Bad Kreuznach;169758;63.0;12.68
20200315;Landkreis Landsberg am Lech;123675;61.0;14.83
20200315;Landkreis Sömmerda;75421;61.0;15.25
20200315;Landkreis Verden;127874;64.0;16.56
20200315;Landkreis Neuwied;185561;69.0;13.540000000000001
20200315;Landkreis Ravensburg;268258;67.0;16.18
20200315;Landkreis Leer;159232;67.0;16.2
20200315;Kreis Ostholstein;172881;64.0;17.94
20200315;Magdeburg;239375;62.0;10.0
20200315;Landkreis Kronach;70266;59.0;13.22
20200315;Kreis Segeberg;284645;63.0;12.69
20200315;Kreis Plön;161969;64.0;11.67
20200315;Landkreis Rosenheim;236434;65.0;30.580000000000002
20200315;Landkreis Cloppenburg;157163;68.0;15.83
20200315;Landkreis Tirschenreuth;69286;57.00000000000001;18.26
20200315;Landkreis Kulmbach;77091;64.0;15.780000000000001
20200315;Mönchengladbach;275611;64.0;8.05
20200315;Landkreis Fürth;97739;66.0;10.25
20200315;Landkreis Göttingen;309946;64.0;13.58
20200315;Landkreis Vechta;130672;64.0;16.73
20200315;Landkreis Oberhavel;205675;57.99999999999999;13.26
20200315;Kreis Euskirchen;187307;66.0;12.23
20200315;Fürth;129987;68.0;8.89
20200315;Landkreis Heidekreis;133050;62.0;23.21
20200315;Hochsauerlandkreis;258871;60.0;12.98
20200315;Landkreis Reutlingen;266615;67.0;9.65
20200315;Kreis Borken;362252;62.0;12.540000000000001
20200315;Wilhelmshaven;79772;63.0;9.72
20200315;Kreis Unna;363471;64.0;9.76
20200315;Westerwaldkreis;193843;66.0;15.530000000000001
20200315;Regensburg;154522;68.0;11.77
20200315;Altmarkkreis Salzwedel;84865;57.99999999999999;16.080000000000002
20200315;Kreis Groß-Gerau;239925;66.0;13.01
20200315;Landkreis Görlitz;263750;57.00000000000001;30.310000000000002
20200315;Landkreis Emmendingen;157236;65.0;11.85
20200315;Landkreis Breisgau-Hochschwarzwald;255948;64.0;18.73
20200315;Kreis Nordfriesland;158507;65.0;16.830000000000002
20200315;Landkreis Bautzen;305021;61.0;18.82
20200315;Landkreis Ludwigslust-Parchim;204858;59.0;20.22
20200315;Augsburg;314684;66.0;9.66
20200315;Landkreis Regen;72281;56.00000000000001;18.41
20200315;Berlin;3458560;67.0;8.58
20200315;Lübeck;237859;63.0;10.86
20200315;Neckar-Odenwald-Kreis;145191;60.0;12.290000000000001
20200315;Bamberg;65117;63.0;11.540000000000001
20200315;Landkreis Dahme-Spreewald;142329;60.0;19.78
20200315;Landkreis Holzminden;80897;60.0;13.47
20200315;Erfurt;203385;63.0;10.290000000000001
20200315;Mainz;209809;70.0;9.91
20200315;Landkreis Mühldorf am Inn;118110;62.0;15.57
20200315;Schwerin;100924;60.0;11.01
20200315;Landkreis München;331935;62.0;11.8
20200315;Landkreis Hildesheim;256733;65.0;11.9
20200315;Landkreis Freyung-Grafenau;77542;59.0;21.62
20200315;Neumünster;73953;57.99999999999999;10.22
20200315;Landkreis Waldshut;162832;47.0;12.72
20200315;Landkreis Limburg-Weilburg;181808;68.0;15.13
20200315;Emden;53007;69.0;10.77
20200315;Kreis Steinfurt;425604;64.0;12.6
20200315;Landkreis Karlsruhe;395888;64.0;11.72
20200315;Rhein-Kreis Neuss;418405;63.0;9.17
20200315;Vogelsbergkreis;99039;61.0;22.26
20200315;Dresden;572388;67.0;12.24
20200315;München;1420247;67.0;9.72
20200315;Kreis Herzogtum Lauenburg;203198;64.0;13.64
20200315;Landkreis Aschaffenburg;175098;62.0;14.950000000000001
20200315;Landkreis Haßberge;83126;64.0;15.77
20200315;Landkreis Esslingen;488026;67.0;10.09
20200315;Landkreis Grafschaft Bentheim;130798;63.0;28.51
20200315;Pforzheim;111756;67.0;8.620000000000001
20200315;Landkreis Oldenburg;90747;65.0;17.55
20200315;Kreis Viersen;268556;64.0;16.39
20200315;Main-Kinzig-Kreis;396414;64.0;12.280000000000001
20200315;Landkreis Aichach-Friedberg;116178;65.0;14.08
20200315;Aschaffenburg;66291;64.0;10.02
20200315;Schwarzwald-Baar-Kreis;201274;64.0;11.620000000000001
20200315;Landkreis Cham;125684;61.0;20.34
20200315;Landkreis Altenburger Land;89271;59.0;11.23
20200315;Landkreis Ebersberg;145358;63.0;13.92
20200315;Landkreis Wolfenbüttel;118079;65.0;12.64
20200315;Kreis Rendsburg-Eckernförde;297044;65.0;13.23
20200315;Landkreis Kelheim;107224;63.0;16.240000000000002
20200315;Landkreis Bayreuth;98409;63.0;20.38
20200315;Landkreis Lindau;82441;60.0;31.240000000000002
20200315;Landkreis Jerichower Land;91754;63.0;19.45
20200315;Potsdam;168859;63.0;10.3
20200315;Alb-Donau-Kreis;198376;64.0;13.99
20200315;Kaufbeuren;36483;59.0;9.11
20200315;Landkreis Anhalt-Bitterfeld;170458;62.0;12.61
20200315;Kreis Coesfeld;206857;63.0;11.59
20200315;Kreis Warendorf;261702;64.0;11.16
20200315;Landkreis Amberg-Sulzbach;102904;61.0;15.98
20200315;Landkreis Uckermark;117113;57.99999999999999;29.01
20200315;Landkreis Dachau;155149;66.0;12.88
20200315;Landkreis Lüchow-Dannenberg;55975;57.99999999999999;16.34
20200315;Frankfurt am Main;705531;68.0;9.81
20200315;Oldenburg;190205;64.0;11.01
20200315;Wolfsburg;120956;62.0;10.8
20200315;Rheingau-Taunus-Kreis;152803;65.0;12.540000000000001
20200315;Landkreis Kassel;256844;66.0;13.33
20200315;Kaiserslautern;86166;66.0;8.540000000000001
20200315;Erlangen;106150;65.0;10.71
20200315;Landkreis Bamberg;146053;66.0;16.51
20200315;Landkreis Oberallgäu;137597;67.0;20.18
20200315;Frankfurt (Oder);59071;69.0;89.65
20200315;Landkreis Tübingen;211132;69.0;10.450000000000001
20200315;Landkreis Germersheim;135928;66.0;14.16
20200315;Landkreis Zwickau;320307;59.0;10.25
20200315;Kreis Herford;237312;69.0;12.0
20200315;Landkreis Diepholz;191301;65.0;14.24
20200315;Passau;51028;67.0;49.96
20200315;Landkreis Schweinfurt;106641;70.0;13.89
20200315;Schwalm-Eder-Kreis;179254;65.0;16.38
20200315;Eifelkreis Bitburg-Prüm;101474;55.00000000000001;17.51
20200315;Landkreis Vorpommern-Rügen;212494;63.0;16.580000000000002
20200315;Landkreis Dillingen an der Donau;90610;63.0;12.9
20200315;Landkreis Berchtesgadener Land;101538;55.00000000000001;33.910000000000004
20200315;Zweibrücken;32515;64.0;8.59
20200315;Würzburg;129648;67.0;11.950000000000001
20200315;Hamburg;1798795;65.0;9.81
20200315;Landkreis Gotha;135910;62.0;15.51
20200315;Kreis Pinneberg;274965;62.0;9.77
20200315;Deutschland;79580247;64.0;12.8
20200315;Düsseldorf;617568;66.0;8.96
20200315;Kyffhäuserkreis;69836;61.0;15.35
20200315;Landkreis Kaiserslautern;116062;64.0;12.81
20200315;Landkreis Weißenburg-Gunzenhausen;88849;64.0;14.530000000000001
20200315;Landkreis Ostallgäu;135402;65.0;33.3
20200315;Kreis Höxter;124289;62.0;14.36
20200315;Heilbronn;115958;66.0;8.790000000000001
20200315;Weimar;69136;66.0;12.86
20200315;Landkreis Gießen;248827;68.0;12.72
20200315;Schweinfurt;54807;64.0;9.57
20200315;Kiel;254057;64.0;9.1
20200315;Landkreis Märkisch-Oderland;178098;62.0;21.45
20200315;Kreis Lippe;324273;67.0;11.0
20200315;Saale-Orla-Kreis;83620;57.00000000000001;19.43
20200315;Landkreis Helmstedt;95929;63.0;24.32
20200315;Halle (Saale);256508;63.0;8.47
20200315;Landau in der Pfalz;7043;73.0;15.08
20200315;Salzlandkreis;200707;61.0;12.75
20200315;Offenbach am Main;142609;68.0;9.27
20200315;Erzgebirgskreis;361881;55.00000000000001;12.73
20200315;Cottbus - Chóśebuz;100453;55.00000000000001;10.49
20200315;Rems-Murr-Kreis;403294;67.0;9.42
20200315;Landkreis Landshut;144252;63.0;15.72
20200315;Landkreis Kitzingen;81490;68.0;25.1
20200315;Landkreis Bad Tölz-Wolfratshausen;117639;65.0;13.55
20200315;Landkreis Wittmund;51870;70.0;16.26
20200315;Landkreis Leipzig;239709;61.0;12.39
20200315;Salzgitter;93593;63.0;10.76
20200315;Landkreis Neu-Ulm;166585;66.0;12.790000000000001
20200315;Münster;294097;66.0;10.11
20200315;Saale-Holzland-Kreis;80018;57.99999999999999;18.25
20200315;Landkreis Lörrach;217197;55.00000000000001;15.22
20200315;Rosenheim;68289;62.0;11.69
20200315;Landkreis Nordsachsen;186150;64.0;14.74
20200315;Landkreis Heidenheim;125019;62.0;12.35
20200315;Landkreis Nienburg/Weser;121611;62.0;15.120000000000001
20200315;Freiburg im Breisgau;195964;67.0;11.28
20200315;Bayreuth;68931;63.0;11.16
20200315;Osnabrück;172224;66.0;10.370000000000001
20200315;Landkreis Coburg;101194;63.0;11.43
20200315;Chemnitz;241542;61.0;8.38
20200315;Landkreis Straubing-Bogen;99072;61.0;21.07
20200315;Gelsenkirchen;265392;63.0;7.62
20200315;Bonn;378744;69.0;8.870000000000001
20200315;Kempten (Allgäu);72482;61.0;9.97
20200315;Landkreis Offenbach;311570;62.0;10.38
20200315;Odenwaldkreis;81276;61.0;12.43
20200315;Landkreis Rottweil;133916;63.0;12.92
20200315;Landkreis Darmstadt-Dieburg;285274;62.0;11.5
20200315;Ansbach;36896;59.0;14.24
20200315;Landkreis Deggendorf;114868;60.0;26.89
20200315;Landkreis Peine;124539;64.0;15.92
20200315;Wiesbaden;265383;70.0;9.13
20200315;Landkreis Main-Spessart;127527;57.00000000000001;18.43
20200315;Landkreis Spree-Neiße;103049;64.0;44.09
20200315;Saarpfalz-Kreis;128670;63.0;11.790000000000001
20200315;Landkreis Tuttlingen;136607;63.0;10.83
20200315;Werra-Meißner-Kreis;107601;57.99999999999999;15.42
20200315;Koblenz;112689;68.0;10.47
20200315;Märkischer Kreis;416964;65.0;8.93
20200315;Hochtaunuskreis;216313;66.0;10.27
20200315;Landkreis Emsland;312947;65.0;17.740000000000002
20200315;Landkreis Wittenberg;124920;61.0;13.74
20200315;Landkreis Bad Kissingen;99882;61.0;19.0
20200315;Suhl;35121;56.00000000000001;9.58
20200315;Landkreis Biberach;203554;65.0;13.07
20200315;Rhein-Hunsrück-Kreis;99373;67.0;19.75
20200315;Ennepe-Ruhr-Kreis;295673;66.0;8.43
20200315;Landkreis Ammerland;97526;65.0;14.48
20200315;Landkreis Oder-Spree;169758;57.00000000000001;26.43
20200315;Landkreis Sigmaringen;126598;62.0;13.39
20200315;Landkreis Heilbronn;322000;64.0;13.23
20200315;Landkreis Altenkirchen;148128;61.0;12.07
20200315;Pirmasens;40706;65.0;8.9
20200315;Landkreis Elbe-Elster;103522;60.0;13.35
20200315;Landkreis Mansfeld-Südharz;136230;62.0;15.72
20200315;Landkreis Donau-Ries;127307;63.0;16.44
20200315;Landkreis Uelzen;92474;57.99999999999999;13.94
20200315;Kreis Steinburg;146604;66.0;12.290000000000001
20200315;Landkreis Greiz;92205;62.0;14.35
20200315;Landkreis Eichsfeld;89936;63.0;17.89
20200315;Herne;158726;64.0;7.2
20200315;Landkreis Barnim;160484;59.0;15.27
20200315;Landkreis Ahrweiler;131711;66.0;13.83
20200315;Region Hannover;1085089;65.0;11.47
20200315;Unstrut-Hainich-Kreis;105499;63.0;12.21
20200315;Landkreis Vorpommern-Greifswald;239612;60.0;21.29
20200315;Kreis Recklinghausen;608109;63.0;8.700000000000001
20200315;Duisburg;506460;64.0;8.290000000000001
20200315;Worms;77632;64.0;10.13
20200315;Landkreis Erding;136624;63.0;16.43
20200315;Bodenseekreis;195498;65.0;11.89
20200315;Mülheim an der Ruhr;170050;68.0;7.390000000000001
20200315;Landkreis Sächsische Schweiz-Osterzgebirge;209769;61.0;24.810000000000002
20200315;Landkreis Merzig-Wadern;94424;62.0;16.580000000000002
20200315;Landkreis Trier-Saarburg;148736;65.0;18.14
20200315;Burgenlandkreis;187178;60.0;14.46
20200315;Rostock;236176;63.0;12.02
20200315;Kreis Heinsberg;234632;63.0;9.68
20200315;Landkreis Fürstenfeldbruck;202795;62.0;11.61
20200315;Landkreis Nürnberger Land;161786;65.0;15.67
20200315;Kreis Schleswig-Flensburg;199689;64.0;20.900000000000002
20200315;Main-Tauber-Kreis;119138;57.00000000000001;14.030000000000001
20200315;Landkreis Freising;165080;64.0;20.46
20200315;Landkreis Regensburg;170574;64.0;17.25
20200315;Oberbergischer Kreis;263600;64.0;10.3
20200315;Landkreis Ostprignitz-Ruppin;98335;56.00000000000001;25.43
20200315;Landkreis Ansbach;178738;64.0;25.82
20200315;Landkreis Neustadt an der Aisch-Bad Windsheim;94083;65.0;15.790000000000001
20200315;Vogtlandkreis;236619;57.99999999999999;12.83
20200315;Donnersbergkreis;70033;65.0;13.31
20200315;Darmstadt;148823;64.0;9.28
20200315;Remscheid;123764;71.0;7.69
20200315;Landkreis Fulda;219298;66.0;16.16
20200315;Landkreis Harburg;243225;63.0;15.48
20200315;Gera;106243;62.0;9.93
20200315;Kreis Kleve;298378;64.0;20.3
20200315;Frankenthal (Pfalz);45409;64.0;8.77
20200315;Leverkusen;181139;66.0;7.72
20200315;Landkreis Osnabrück;339692;66.0;13.040000000000001
20200315;Speyer;45232;59.0;9.57
20200315;Landkreis Neunkirchen;133904;63.0;8.89
20200315;Landkreis Rottal-Inn;116936;54.0;19.71
20200315;Landkreis Stade;195240;66.0;11.790000000000001
20200315;Landkreis Garmisch-Partenkirchen;82153;66.0;24.400000000000002
20200315;Trier;104404;67.0;11.4
20200315;Bremerhaven;139752;61.0;9.63
20200315;Enzkreis;193895;66.0;11.46
20200315;Landkreis Northeim;130091;62.0;14.05
20200315;Hagen;195596;66.0;8.31
20200315;Landkreis Roth;148807;60.0;18.0
20200315;Rhein-Neckar-Kreis;552707;64.0;11.69
20200315;Landkreis Weimarer Land;71985;65.0;13.76
20200315;Rheinisch-Bergischer Kreis;248444;67.0;9.51
20200315;Landkreis Böblingen;365376;64.0;9.950000000000001
20200315;Landshut;92239;63.0;11.32
20200315;Landkreis Harz;236131;61.0;13.0
20200315;Landkreis Meißen;224794;63.0;13.99
20200315;Main-Taunus-Kreis;228859;67.0;10.950000000000001
20200315;Landkreis Friesland;97819;68.0;13.08
20200315;Landkreis Schmalkalden-Meiningen;120974;54.0;12.44
20200315;Stuttgart;653895;70.0;9.540000000000001
20200315;Landkreis Potsdam-Mittelmark;160843;61.0;23.93
20200315;Dortmund;593270;66.0;8.92
20200315;Landkreis Celle;176287;59.0;13.26
20200315;Landkreis Forchheim;109763;65.0;11.88
20200315;Wuppertal;345974;70.0;7.8100000000000005
20200315;Memmingen;30654;63.0;11.24
20200315;Wartburgkreis;121513;57.00000000000001;15.88
20200315;Nürnberg;511210;66.0;10.13
20200315;Kreis Düren;258077;65.0;10.55
20200315;Landkreis Börde;176427;63.0;19.13
20200315;Landkreis Bernkastel-Wittlich;107956;61.0;15.790000000000001
20200315;Landkreis Wunsiedel im Fichtelgebirge;75601;59.0;23.080000000000002
20200315;Landkreis Kusel;81563;63.0;12.370000000000001
20200315;Landkreis Lüneburg;176885;62.0;12.26
20200315;Landkreis Gifhorn;172620;61.0;14.49
20200315;Landkreis Dingolfing-Landau;87666;60.0;16.81
20200315;Landkreis Schwandorf;143245;63.0;19.81
20200315;Kreis Bergstraße;249037;62.0;11.33
20200315;Landkreis Unterallgäu;145493;63.0;16.53
20200322;Kreis Olpe;133816;54.0;8.69
20200322;Landkreis Goslar;135018;55.00000000000001;11.040000000000001
20200322;Landkreis Alzey-Worms;133759;56.00000000000001;11.75
20200322;Dessau-Roßlau;85739;50.0;7.37
20200322;Kreis Soest;294703;57.00000000000001;9.42
20200322;Regionalverband Saarbrücken;323685;55.00000000000001;7.51
20200322;Bielefeld;347272;59.0;6.68
20200322;Neustadt an der Weinstraße;44678;57.99999999999999;6.66
20200322;Landkreis Würzburg;163496;57.00000000000001;12.15
20200322;Landkreis St. Wendel;89991;57.00000000000001;8.63
20200322;Ostalbkreis;319907;57.99999999999999;8.540000000000001
20200322;Hof;45074;48.0;7.22
20200322;Oberhausen;210485;56.00000000000001;5.5600000000000005
20200322;Landkreis Südliche Weinstraße;156824;61.0;9.74
20200322;Landkreis Cochem-Zell;65705;52.0;12.73
20200322;Landkreis Sonneberg;43584;55.00000000000001;7.7
20200322;Rhein-Sieg-Kreis;477996;59.0;7.54
20200322;Ludwigshafen am Rhein;155687;54.0;6.09
20200322;Leipzig;543919;55.00000000000001;5.97
20200322;Kreis Siegen-Wittgenstein;268846;54.0;8.82
20200322;Landkreis Wesermarsch;74485;61.0;10.96
20200322;Landkreis Traunstein;161375;51.0;13.25
20200322;Landkreis Passau;193371;51.0;30.1
20200322;Städteregion Aachen;534379;59.0;11.09
20200322;Rhein-Lahn-Kreis;117282;59.0;9.21
20200322;Landkreis Oberspreewald-Lausitz;121066;52.0;14.84
20200322;Brandenburg an der Havel;73942;53.0;8.13
20200322;Landkreis Nordhausen;84176;57.00000000000001;11.63
20200322;Kreis Stormarn;233310;53.0;8.02
20200322;Bottrop;105325;55.00000000000001;5.83
20200322;Landkreis Hersfeld-Rotenburg;121543;57.99999999999999;15.860000000000001
20200322;Hamm;184393;56.00000000000001;7.51
20200322;Landkreis Cuxhaven;160469;59.0;11.07
20200322;Landkreis Augsburg;208047;55.00000000000001;9.83
20200322;Zollernalbkreis;175205;55.00000000000001;7.62
20200322;Rhein-Pfalz-Kreis;155903;55.00000000000001;8.63
20200322;Landkreis Pfaffenhofen an der Ilm;116149;49.0;12.14
20200322;Landkreis Neumarkt in der Oberpfalz;123271;56.00000000000001;15.51
20200322;Landkreis Rastatt;225274;59.0;10.77
20200322;Landkreis Schaumburg;171661;60.0;12.67
20200322;Ingolstadt;128927;53.0;6.6000000000000005
20200322;Landkreis Göppingen;269374;57.00000000000001;7.76
20200322;Jena;114287;57.00000000000001;6.28
20200322;Eisenach;41696;56.00000000000001;9.15
20200322;Landkreis Eichstätt;120983;55.00000000000001;11.03
20200322;Landkreis Rostock;202658;59.0;14.32
20200322;Solingen;170476;60.0;5.72
20200322;Landkreis Lichtenfels;64812;55.00000000000001;8.64
20200322;Landkreis Saalfeld-Rudolstadt;89687;52.0;7.98
20200322;Krefeld;240024;56.00000000000001;5.46
20200322;Wetteraukreis;285874;60.0;9.47
20200322;Landkreis Ludwigsburg;498731;57.00000000000001;6.41
20200322;Landkreis Mainz-Bingen;231129;57.00000000000001;8.540000000000001
20200322;Ulm;145045;56.00000000000001;7.15
20200322;Landkreis Teltow-Fläming;144994;54.0;12.88
20200322;Kreis Dithmarschen;132908;60.0;10.33
20200322;Kreis Mettmann;453438;56.00000000000001;6.05
20200322;Landkreis Neuburg-Schrobenhausen;90338;54.0;8.64
20200322;Weiden in der Oberpfalz;38259;50.0;6.55
20200322;Landkreis Hildburghausen;63271;52.0;11.34
20200322;Landkreis Rotenburg (Wümme);160610;56.00000000000001;14.21
20200322;Landkreis Hof;98029;55.00000000000001;15.66
20200322;Landkreis Konstanz;273877;55.00000000000001;10.09
20200322;Landkreis Stendal;120124;59.0;11.93
20200322;Heidelberg;147479;57.99999999999999;6.43
20200322;Rhein-Erft-Kreis;424703;57.00000000000001;7.5200000000000005
20200322;Landkreis Weilheim-Schongau;131768;52.0;9.27
20200322;Mannheim;304621;57.00000000000001;6.6000000000000005
20200322;Landkreis Osterholz;94225;56.00000000000001;8.26
20200322;Schwabach;36595;48.0;10.05
20200322;Landkreis Südwestpfalz;121904;56.00000000000001;8.25
20200322;Landkreis Miltenberg;146632;51.0;9.48
20200322;Coburg;36689;53.0;5.6000000000000005
20200322;Essen;571058;57.00000000000001;5.0200000000000005
20200322;Flensburg;86909;51.0;9.200000000000001
20200322;Ilm-Kreis;86323;55.00000000000001;10.88
20200322;Bremen;604763;54.0;6.47
20200322;Landkreis Mecklenburgische Seenplatte;269373;52.0;11.5
20200322;Landkreis Calw;148156;55.00000000000001;8.1
20200322;Landkreis Aurich;179073;62.0;9.93
20200322;Landkreis Prignitz;81336;50.0;14.74
20200322;Hohenlohekreis;102482;54.0;12.790000000000001
20200322;Landkreis Schwäbisch Hall;182232;57.99999999999999;11.200000000000001
20200322;Landkreis Freudenstadt;114995;59.0;9.55
20200322;Kreis Wesel;433950;54.0;7.17
20200322;Landkreis Waldeck-Frankenberg;159396;55.00000000000001;11.59
20200322;Köln;1067971;57.00000000000001;6.1000000000000005
20200322;Landkreis Mittelsachsen;319177;54.0;10.88
20200322;Baden-Baden;51733;57.00000000000001;9.46
20200322;Landkreis Erlangen-Höchstadt;154933;54.0;8.52
20200322;Lahn-Dill-Kreis;250125;56.00000000000001;8.91
20200322;Ortenaukreis;435410;59.0;10.950000000000001
20200322;Landkreis Nordwestmecklenburg;143518;57.99999999999999;11.85
20200322;Kassel;217593;61.0;7.19
20200322;Landkreis Günzburg;120160;56.00000000000001;11.96
20200322;Kreis Gütersloh;329684;56.00000000000001;8.19
20200322;Karlsruhe;309357;57.00000000000001;6.640000000000001
20200322;Kreis Paderborn;287227;56.00000000000001;8.88
20200322;Landkreis Rhön-Grabfeld;84803;54.0;10.09
20200322;Landkreis Saarlouis;209784;57.00000000000001;7.44
20200322;Landkreis Neustadt an der Waldnaab;141126;57.00000000000001;23.19
20200322;Landkreis Starnberg;131534;52.0;8.02
20200322;Amberg;37789;51.0;6.54
20200322;Kreis Minden-Lübbecke;307798;62.0;8.85
20200322;Landkreis Mayen-Koblenz;230927;62.0;10.14
20200322;Landkreis Marburg-Biedenkopf;246162;56.00000000000001;7.98
20200322;Straubing;39660;52.0;6.18
20200322;Landkreis Altötting;112407;48.0;13.97
20200322;Landkreis Birkenfeld;91600;53.0;8.46
20200322;Delmenhorst;89449;55.00000000000001;7.04
20200322;Landkreis Vulkaneifel;72504;52.0;13.88
20200322;Landkreis Hameln-Pyrmont;150384;56.00000000000001;7.28
20200322;Braunschweig;259876;51.0;6.58
20200322;Landkreis Havelland;146530;54.0;12.01
20200322;Landkreis Bad Dürkheim;145027;57.99999999999999;8.67
20200322;Landkreis Miesbach;93334;52.0;11.58
20200322;Saalekreis;161229;56.00000000000001;11.52
20200322;Bochum;364422;56.00000000000001;5.41
20200322;Landkreis Bad Kreuznach;170181;57.00000000000001;9.77
20200322;Landkreis Landsberg am Lech;123866;51.0;9.24
20200322;Landkreis Sömmerda;75036;57.99999999999999;10.89
20200322;Landkreis Verden;129211;55.00000000000001;12.23
20200322;Landkreis Neuwied;185335;62.0;10.23
20200322;Landkreis Ravensburg;267706;61.0;10.53
