"id","x","y","type"
759,721455,5405401,"building"
760,721455,5405401,"building"
761,721455,5405401,"building"
762,721455,5405401,"building"
763,721455,5405401,"building"
764,721455,5405401,"building"
765,721455,5405401,"building"
766,721455,5405401,"building"
767,721455,5405401,"building"
768,721455,5405401,"building"
769,721455,5405401,"building"
770,721455,5405401,"building"
771,721455,5405401,"building"
772,721455,5405401,"building"
773,721455,5405401,"building"
774,721455,5405401,"building"
775,721455,5405401,"building"
776,721455,5405401,"building"
777,721455,5405401,"building"
778,721655,5405401,"building"
779,721655,5405401,"building"
780,721655,5405401,"building"
781,721655,5405401,"building"
782,721655,5405401,"building"
783,721655,5405401,"building"
784,721655,5405401,"building"
785,721655,5405401,"building"
786,721655,5405401,"building"
787,721655,5405401,"building"
788,721655,5405401,"building"
789,721655,5405401,"building"
790,721655,5405401,"building"
791,721655,5405401,"building"
792,721655,5405401,"building"
793,721655,5405401,"building"
794,721855,5405401,"building"
795,721855,5405401,"building"
796,721855,5405401,"building"
797,721855,5405401,"building"
798,721855,5405401,"building"
799,721855,5405401,"building"
800,721855,5405401,"building"
801,721855,5405401,"building"
802,721855,5405401,"building"
803,721855,5405401,"building"
804,721855,5405401,"building"
805,721855,5405401,"building"
806,721855,5405401,"building"
807,721855,5405401,"building"
808,721855,5405401,"building"
809,721855,5405401,"building"
810,721855,5405401,"building"
811,721855,5405401,"building"
812,721855,5405401,"building"
813,721855,5405401,"building"
814,721855,5405401,"building"
815,721855,5405401,"building"
816,721855,5405401,"building"
817,721855,5405401,"building"
818,721855,5405401,"building"
819,721855,5405401,"building"
820,721855,5405401,"building"
821,721855,5405401,"building"
822,722055,5405401,"building"
823,722055,5405401,"building"
824,722055,5405401,"building"
825,722055,5405401,"building"
826,722055,5405401,"building"
827,722055,5405401,"building"
828,722055,5405401,"building"
829,722055,5405401,"building"
830,722055,5405401,"building"
831,722055,5405401,"building"
832,722055,5405401,"building"
833,722055,5405401,"building"
834,722055,5405401,"building"
835,722055,5405401,"building"
836,722055,5405401,"building"
837,722055,5405401,"building"
838,722055,5405401,"building"
839,722055,5405401,"building"
840,722055,5405401,"building"
841,722055,5405401,"building"
842,722055,5405401,"building"
843,722055,5405401,"building"
844,722055,5405401,"building"
845,722055,5405401,"building"
846,722055,5405401,"building"
847,722055,5405401,"building"
848,722055,5405401,"building"
849,722055,5405401,"building"
850,722055,5405401,"building"
851,722055,5405401,"building"
852,722055,5405401,"building"
853,722055,5405401,"building"
854,722055,5405401,"building"
855,722055,5405401,"building"
856,722055,5405401,"building"
857,722055,5405401,"building"
858,722055,5405401,"building"
859,722055,5405401,"building"
860,722055,5405401,"building"
861,722055,5405401,"building"
862,722055,5405401,"building"
863,722055,5405401,"building"
864,722055,5405401,"building"
865,722055,5405401,"building"
866,722055,5405401,"building"
867,722055,5405401,"building"
868,722055,5405401,"building"
869,722055,5405401,"building"
870,722055,5405401,"building"
871,722055,5405401,"building"
872,722055,5405401,"building"
873,722055,5405401,"building"
874,722055,5405401,"building"
875,722055,5405401,"building"
876,722055,5405401,"building"
877,722055,5405401,"building"
878,722055,5405401,"building"
879,722055,5405401,"building"
880,722055,5405401,"building"
881,722055,5405401,"building"
882,716055,5405601,"building"
883,716055,5405601,"building"
884,716055,5405601,"building"
885,716055,5405601,"building"
886,716055,5405601,"building"
887,716055,5405601,"building"
888,716055,5405601,"building"
889,716255,5405601,"building"
890,716255,5405601,"building"
891,716255,5405601,"building"
892,716255,5405601,"building"
893,716255,5405601,"building"
894,716255,5405601,"building"
895,716255,5405601,"building"
896,716255,5405601,"building"
897,716255,5405601,"building"
898,716255,5405601,"building"
899,716255,5405601,"building"
900,716255,5405601,"building"
901,716255,5405601,"building"
902,717455,5405601,"building"
903,717455,5405601,"building"
904,717455,5405601,"building"
905,717855,5405601,"building"
906,717855,5405601,"building"
907,717855,5405601,"building"
908,717855,5405601,"building"
909,717855,5405601,"building"
910,717855,5405601,"building"
911,718055,5405601,"building"
912,718055,5405601,"building"
913,718055,5405601,"building"
914,718055,5405601,"building"
915,718055,5405601,"building"
916,718055,5405601,"building"
917,718055,5405601,"building"
918,718055,5405601,"building"
919,718055,5405601,"building"
920,718055,5405601,"building"
921,718055,5405601,"building"
922,718055,5405601,"building"
923,718055,5405601,"building"
924,718055,5405601,"building"
925,718055,5405601,"building"
926,718055,5405601,"building"
927,718055,5405601,"building"
928,718055,5405601,"building"
929,718055,5405601,"building"
930,718055,5405601,"building"
931,718055,5405601,"building"
932,718055,5405601,"building"
933,718055,5405601,"building"
934,718055,5405601,"building"
935,718055,5405601,"building"
936,718055,5405601,"building"
937,718055,5405601,"building"
938,718055,5405601,"building"
939,718255,5405601,"building"
940,718255,5405601,"building"
941,718255,5405601,"building"
942,718255,5405601,"building"
943,718255,5405601,"building"
944,718255,5405601,"building"
945,718255,5405601,"building"
946,718255,5405601,"building"
947,718255,5405601,"building"
948,718255,5405601,"building"
949,718255,5405601,"building"
950,718255,5405601,"building"
951,718255,5405601,"building"
952,718255,5405601,"building"
953,718255,5405601,"building"
954,718255,5405601,"building"
955,718255,5405601,"building"
956,718255,5405601,"building"
957,718255,5405601,"building"
958,718255,5405601,"building"
959,718255,5405601,"building"
960,718255,5405601,"building"
961,718255,5405601,"building"
962,718255,5405601,"building"
963,718255,5405601,"building"
964,718255,5405601,"building"
965,718255,5405601,"building"
966,718255,5405601,"building"
967,718255,5405601,"building"
968,718255,5405601,"building"
969,718255,5405601,"building"
970,718255,5405601,"building"
971,718255,5405601,"building"
972,718255,5405601,"building"
973,718255,5405601,"building"
974,718255,5405601,"building"
975,718255,5405601,"building"
976,718255,5405601,"building"
977,718255,5405601,"building"
978,718255,5405601,"building"
979,718255,5405601,"building"
980,718255,5405601,"building"
981,718255,5405601,"building"
982,718255,5405601,"building"
983,718455,5405601,"building"
984,718455,5405601,"building"
985,718455,5405601,"building"
986,718455,5405601,"building"
987,718455,5405601,"building"
988,718455,5405601,"building"
989,718455,5405601,"building"
990,718455,5405601,"building"
991,718455,5405601,"building"
992,718455,5405601,"building"
993,718455,5405601,"building"
994,718455,5405601,"building"
995,718455,5405601,"building"
996,718455,5405601,"building"
997,718455,5405601,"building"
998,718455,5405601,"building"
999,718455,5405601,"building"
1000,718455,5405601,"building"
1001,718455,5405601,"building"
1002,718455,5405601,"building"
1003,718455,5405601,"building"
1004,718455,5405601,"building"
1005,718455,5405601,"building"
1006,718455,5405601,"building"
1007,718455,5405601,"building"
1008,718455,5405601,"building"
1009,718455,5405601,"building"
1010,718455,5405601,"building"
1011,718455,5405601,"building"
1012,718455,5405601,"building"
1013,718455,5405601,"building"
1014,718455,5405601,"building"
1015,718455,5405601,"building"
1016,718455,5405601,"building"
1017,718455,5405601,"building"
1018,718455,5405601,"building"
1019,718655,5405601,"building"
1020,718655,5405601,"building"
1021,718655,5405601,"building"
1022,718855,5405601,"building"
1023,720455,5405601,"building"
1024,720455,5405601,"building"
1025,720455,5405601,"building"
1026,720455,5405601,"building"
1027,720655,5405601,"building"
1028,720655,5405601,"building"
1029,721255,5405601,"building"
1030,721255,5405601,"building"
1031,721255,5405601,"building"
1032,721255,5405601,"building"
1033,721255,5405601,"building"
1034,721255,5405601,"building"
1035,721255,5405601,"building"
1036,721255,5405601,"building"
1037,721255,5405601,"building"
1038,721255,5405601,"building"
1039,721255,5405601,"building"
1040,721255,5405601,"building"
1041,721255,5405601,"building"
1042,721255,5405601,"building"
1043,721255,5405601,"building"
1044,721255,5405601,"building"
1045,721255,5405601,"building"
1046,721255,5405601,"building"
1047,721255,5405601,"building"
1048,721255,5405601,"building"
1049,721255,5405601,"building"
1050,721255,5405601,"building"
1051,721255,5405601,"building"
1052,721255,5405601,"building"
1053,721255,5405601,"building"
1054,721255,5405601,"building"
1055,721255,5405601,"building"
1056,721255,5405601,"building"
1057,721255,5405601,"building"
1058,721255,5405601,"building"
1059,721255,5405601,"building"
1060,721255,5405601,"building"
1061,721255,5405601,"building"
1062,721255,5405601,"building"
1063,721255,5405601,"building"
1064,721255,5405601,"building"
1065,721255,5405601,"building"
1066,721255,5405601,"building"
1067,721255,5405601,"building"
