"id","x","y","type"
1209,711894.2993000000,5422270.8970000000,supermarket
1210,710314.4025000000,5421672.4900000000,supermarket
1211,710236.7883000000,5421709.2820000000,supermarket
1212,711295.6154000000,5422755.3680000000,supermarket
1213,711247.3028000000,5422770.3510000000,supermarket
1214,705237.2085000000,5391759.1200000000,supermarket
1215,705269.6193000000,5391757.3440000000,supermarket
1216,705102.4232000000,5392407.5250000000,supermarket
1217,718110.2046000000,5406151.6420000000,supermarket
1218,723910.4494000000,5412090.3440000000,supermarket
1219,710321.2780000000,5412135.4320000000,supermarket
1220,713405.2027000000,5406044.9470000000,supermarket
1221,711997.3195000000,5421707.3630000000,supermarket
1222,712806.9355000000,5420816.0550000000,supermarket
1223,720944.9000000000,5420014.2290000000,supermarket
1224,696420.1301000000,5426752.8980000000,supermarket
1225,711793.1799000000,5422423.8100000000,supermarket
1226,724396.7235000000,5412449.7770000000,supermarket
1227,725612.7606000000,5408447.0760000000,supermarket



