"Donaupark-Altstadt";"Einkauf-Nord";"Bauernsiedlung";"Hohenpfahl";"Bhf Saal (Donau)";"KEXI Service Area";"Altstadt - Industriepark";"outer"
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;1
