"Donaupark-Altstadt";"Einkauf-Nord";"Bauernsiedlung";"Hohenpfahl";"Bhf Saal (Donau)";"KEXI Service Area";"Altstadt - Industriepark";"outer"
0;0;0;0;0;0;0.200000000000045;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0.199999999999818
0;0;0;0;0;0;0.399999999999636;1.59999999999127
